source_sheet,date,kind,start_time,restoration_time,equipment,panel,minute_lost
Januari 2026,2026-01-14,limitation,09:54:00,23:59:00,"STS 6 - STS 10, STS BESS 1 - STS BESS 3","J10, J11, J12, J13, J17/J06",
Januari 2026,2026-01-14,outage,10:08:00,11:37:00,"OG.5, NST.3",J11,89.0
Januari 2026,2026-01-15,limitation,00:00:00,08:05:00,"STS 6 - STS 10, STS BESS 1 - STS BESS 3","J10, J11, J12, J13, J17/J06",
Januari 2026,2026-01-15,outage,15:04:00,16:07:00,"OG.3, NST.5",J14,63.0
Januari 2026,2026-01-15,limitation,15:04:00,23:59:00,"STS 6 - STS 10, STS BESS 1 - STS BESS 3","J10, J11, J12, J13, J17/J06",
Januari 2026,2026-01-15,outage,15:04:00,16:09:00,"OG.4, NST.2",J13,65.0
Januari 2026,2026-01-15,outage,15:04:00,23:59:00,"OG.5, NST.3",J11,176.0
Januari 2026,2026-01-16,outage,00:00:00,23:59:00,"OG.5, NST.3",J11,720.0
Januari 2026,2026-01-16,limitation,00:00:00,23:59:00,"STS 6 - STS 10, STS BESS 1 - STS BESS 3","J10, J11, J12, J13, J17/J06",
Januari 2026,2026-01-17,outage,00:00:00,08:53:00,"OG.5, NST.3",J11,173.0
Januari 2026,2026-01-17,limitation,00:00:00,09:13:00,"STS 6 - STS 10, STS BESS 1 - STS BESS 3","J10, J11, J12, J13, J17/J06",
Januari 2026,2026-01-17,outage,20:31:00,23:59:00,"OG.3, NST.5",J14,0.0
Januari 2026,2026-01-17,limitation,20:31:00,23:59:00,"STS 6 - STS 10, STS BESS 1 - STS BESS 3","J10, J11, J12, J13, J17/J06",
Januari 2026,2026-01-17,outage,20:31:00,23:59:00,"OG.4, NST.2",J13,0.0
Januari 2026,2026-01-17,outage,20:31:00,23:59:00,"OG.5, NST.3",J11,0.0
Januari 2026,2026-01-18,outage,00:00:00,18:12:00,"OG.3, NST.5",J14,720.0
Januari 2026,2026-01-18,limitation,00:00:00,19:00:00,"STS 6 - STS 10, STS BESS 1 - STS BESS 3","J10, J11, J12, J13, J17/J06",
Januari 2026,2026-01-18,outage,00:00:00,01:36:00,"OG.4, NST.2",J13,0.0
Januari 2026,2026-01-18,outage,00:00:00,01:36:00,"OG.5, NST.3",J11,0.0
Januari 2026,2026-01-18,outage,02:55:00,03:18:00,"OG.4, NST.2",J13,0.0
Januari 2026,2026-01-18,outage,02:55:00,03:18:00,"OG.5, NST.3",J11,0.0
Januari 2026,2026-01-18,outage,18:34:00,18:48:00,"OG.3, NST.5",J14,0.0
Januari 2026,2026-01-19,outage,09:39:00,15:11:00,"OG.5, NST.3",J11,332.0
Januari 2026,2026-01-19,limitation,09:39:00,15:26:00,"STS 6 - STS 10, STS BESS 1 - STS BESS 3","J10, J11, J12, J13, J17/J06",
Januari 2026,2026-01-19,outage,17:31:00,17:53:00,"OG.3, NST.5",J14,22.0
Januari 2026,2026-01-19,limitation,17:31:00,17:58:00,"STS 6 - STS 10, STS BESS 1 - STS BESS 3","J10, J11, J12, J13, J17/J06",
Januari 2026,2026-01-19,outage,17:31:00,17:38:00,"OG.4, NST.2",J13,7.0
Januari 2026,2026-01-19,outage,17:31:00,17:40:00,"OG.5, NST.3",J11,9.0
Januari 2026,2026-01-21,outage,09:24:00,14:20:00,"OG.4, NST.2",J13,296.0
Januari 2026,2026-01-21,limitation,09:20:00,14:20:00,"STS 6 - STS 10, STS BESS 1 - STS BESS 3","J10, J11, J12, J13, J17/J06",
Januari 2026,2026-01-21,limitation,17:11:00,17:20:00,"STS 6 - STS 10, STS BESS 1 - STS BESS 3","J10, J11, J12, J13, J17/J06",
Januari 2026,2026-01-22,outage,09:17:00,16:28:00,"OG.3, NST.5",J14,431.0
Januari 2026,2026-01-22,limitation,09:17:00,16:28:00,"STS 6 - STS 10, STS BESS 1 - STS BESS 3","J10, J11, J12, J13, J17/J06",
Januari 2026,2026-01-25,outage,12:58:00,13:03:00,"OG.3, NST.5",J14,5.0
Januari 2026,2026-01-25,limitation,12:58:00,13:43:00,"STS 6 - STS 10, STS BESS 1 - STS BESS 3","J10, J11, J12, J13, J17/J06",
Januari 2026,2026-01-25,outage,12:58:00,13:03:00,"OG.4, NST.2",J13,5.0
Januari 2026,2026-01-25,outage,12:58:00,13:03:00,"OG.5, NST.3",J11,5.0
Januari 2026,2026-01-27,outage,09:12:00,09:49:00,"OG.3, NST.5",J14,37.0
Januari 2026,2026-01-27,limitation,09:12:00,09:59:00,"STS 6 - STS 10, STS BESS 1 - STS BESS 3","J10, J11, J12, J13, J17/J06",
Januari 2026,2026-01-27,outage,09:12:00,09:59:00,"OG.4, NST.2",J13,47.0
Januari 2026,2026-01-27,outage,09:12:00,09:51:00,"OG.5, NST.3",J11,39.0
Januari 2026,2026-01-27,outage,12:44:00,18:19:00,"OG.1, GSK.3",J02,316.0
Januari 2026,2026-01-27,limitation,12:44:00,18:19:00,STS 1 - STS 5,"J02, J03, J07, J08",
Januari 2026,2026-01-27,outage,12:44:00,13:04:00,"OG.2, GSK.2",J03,20.0
Januari 2026,2026-01-27,outage,20:32:00,23:59:00,"OG.3, NST.5",J14,0.0
Januari 2026,2026-01-27,limitation,20:32:00,23:59:00,"STS 6 - STS 10, STS BESS 1 - STS BESS 3","J10, J11, J12, J13, J17/J06",
Januari 2026,2026-01-27,outage,20:32:00,21:21:00,"OG.4, NST.2",J13,0.0
Januari 2026,2026-01-27,outage,20:32:00,21:21:00,"OG.5, NST.3",J11,0.0
Januari 2026,2026-01-27,outage,22:40:00,23:59:00,"OG.5, NST.3",J11,0.0
Januari 2026,2026-01-28,outage,00:00:00,00:10:00,"OG.3, NST.5",J14,0.0
Januari 2026,2026-01-28,limitation,00:00:00,00:11:00,"STS 6 - STS 10, STS BESS 1 - STS BESS 3","J10, J11, J12, J13, J17/J06",
Januari 2026,2026-01-28,outage,00:00:00,00:11:00,"OG.5, NST.3",J11,0.0
Januari 2026,2026-01-29,outage,20:39:00,21:07:00,"OG.3, NST.5",J14,0.0
Januari 2026,2026-01-29,limitation,20:39:00,21:17:00,"STS 6 - STS 10, STS BESS 1 - STS BESS 3","J10, J11, J12, J13, J17/J06",
Januari 2026,2026-01-29,outage,20:39:00,21:03:00,"OG.4, NST.2",J13,0.0
Januari 2026,2026-01-29,outage,20:39:00,21:17:00,"OG.5, NST.3",J11,0.0
Desember 2025,2025-12-02,limitation,15:00:00,16:30:00,STS 1 - STS 5,"J02, J03, J07, J08",
Desember 2025,2025-12-04,limitation,11:38:00,12:05:00,STS 1 - STS 5,"J02, J03, J07, J08",
Desember 2025,2025-12-07,outage,07:47:00,08:11:00,"OG.1, GSK.3",J02,24.0
Desember 2025,2025-12-07,limitation,07:45:00,09:38:00,STS 1 - STS 5,"J02, J03, J07, J08",
Desember 2025,2025-12-07,outage,07:45:00,09:38:00,"OG.2, GSK.2",J03,113.0
Desember 2025,2025-12-07,outage,10:46:00,10:58:00,"OG.3, NST.5",J14,12.0
Desember 2025,2025-12-07,limitation,10:46:00,11:33:00,STS 6 - STS 10,"J10, J11, J12",
Desember 2025,2025-12-07,outage,10:46:00,11:06:00,"OG.4, NST.2",J13,20.0
Desember 2025,2025-12-07,outage,10:46:00,11:33:00,"OG.5, NST.3",J11,47.0
Desember 2025,2025-12-13,outage,07:29:00,11:32:00,"OG.3, NST.5",J14,243.0
Desember 2025,2025-12-13,limitation,07:29:00,14:52:00,STS 6 - STS 10,"J10, J11, J12",
Desember 2025,2025-12-13,outage,07:29:00,09:32:00,"OG.4, NST.2",J13,123.0
Desember 2025,2025-12-13,outage,07:29:00,09:35:00,"OG.5, NST.3",J11,126.0
Desember 2025,2025-12-13,outage,12:29:00,14:52:00,"OG.3, NST.5",J14,143.0
Desember 2025,2025-12-13,outage,12:29:00,14:52:00,"OG.4, NST.2",J13,143.0
Desember 2025,2025-12-13,outage,12:29:00,14:52:00,"OG.5, NST.3",J11,143.0
Desember 2025,2025-12-22,outage,14:23:00,16:20:00,"OG.4, NST.2",J13,117.0
Desember 2025,2025-12-22,limitation,14:23:00,16:20:00,STS 6 - STS 10,"J10, J11, J12",
Desember 2025,2025-12-30,outage,07:18:00,07:37:00,"OG.1, GSK.3",J02,
Desember 2025,2025-12-30,limitation,07:16:00,07:51:00,STS 1 - STS 5,"J02, J03, J07, J08",
Desember 2025,2025-12-30,outage,07:16:00,07:51:00,"OG.2, GSK.2",J03,
Desember 2025,2025-12-30,outage,10:05:00,23:59:00,"OG.3, NST.5",J14,
Desember 2025,2025-12-30,limitation,09:28:00,23:59:00,"STS 6 - STS 10, STS BESS 1 - STS BESS 3","J10, J11, J12, J13, J17/J06",
Desember 2025,2025-12-30,outage,10:09:00,23:59:00,"OG.4, NST.2",J13,
Desember 2025,2025-12-30,outage,10:11:00,23:59:00,"OG.5, NST.3",J11,
Desember 2025,2025-12-31,outage,00:00:00,13:41:00,"OG.3, NST.5",J14,
Desember 2025,2025-12-31,limitation,00:00:00,14:38:00,"STS 6 - STS 10, STS BESS 1 - STS BESS 3","J10, J11, J12, J13, J17/J06",
Desember 2025,2025-12-31,outage,00:00:00,14:38:00,"OG.4, NST.2",J13,
Desember 2025,2025-12-31,outage,00:00:00,12:55:00,"OG.5, NST.3",J11,
November (2),2025-11-02,outage,10:20:00,10:39:00,"OG.1, GSK.3",J02,279.0
November (2),2025-11-02,limitation,10:20:00,23:59:00,STS 1 - STS 5,"J02, J03, J07, J08",
November (2),2025-11-02,outage,10:20:00,23:59:00,"OG.2, GSK.2",J03,720.0
November (2),2025-11-02,outage,16:35:00,23:59:00,"OG.1, GSK.3",J02,720.0
November (2),2025-11-03,outage,00:00:00,02:10:00,"OG.1, GSK.3",J02,0.0
November (2),2025-11-03,limitation,00:00:00,04:43:00,STS 1 - STS 5,"J02, J03, J07, J08",
November (2),2025-11-03,outage,00:00:00,03:18:00,"OG.2, GSK.2",J03,0.0
November (2),2025-11-03,outage,04:25:00,04:38:00,"OG.2, GSK.2",J03,0.0
November (2),2025-11-03,limitation,15:44:00,15:57:00,STS 6 - STS 10,"J10, J11, J12",
November (2),2025-11-04,outage,15:10:00,15:35:00,"OG.3, NST.5",J14,575.0
November (2),2025-11-04,limitation,15:15:00,16:19:00,STS 6 - STS 10,"J10, J11, J12",
November (2),2025-11-04,outage,15:10:00,15:59:00,"OG.4, NST.2",J13,599.0
November (2),2025-11-04,outage,15:10:00,16:15:00,"OG.5, NST.3",J11,615.0
November (2),2025-11-04,outage,16:29:00,17:51:00,"OG.3, NST.5",J14,711.0
November (2),2025-11-04,limitation,16:29:00,17:58:00,STS 6 - STS 10,"J10, J11, J12",
November (2),2025-11-04,outage,16:29:00,17:43:00,"OG.4, NST.2",J13,703.0
November (2),2025-11-04,outage,16:29:00,17:55:00,"OG.5, NST.3",J11,715.0
November (2),2025-11-05,outage,09:56:00,23:18:00,"OG.5, NST.3",J11,720.0
November (2),2025-11-05,limitation,09:56:00,23:18:00,STS 6 - STS 10,"J10, J11, J12",
November (2),2025-11-07,outage,14:45:00,18:54:00,"OG.2, GSK.2",J03,720.0
November (2),2025-11-07,limitation,14:33:00,18:59:00,STS 1 - STS 5,"J02, J03, J07, J08",
November (2),2025-11-08,outage,09:28:00,13:17:00,"OG.1, GSK.3",J02,437.0
November (2),2025-11-08,limitation,09:14:00,13:24:00,STS 1 - STS 5,"J02, J03, J07, J08",
November (2),2025-11-10,outage,09:07:00,09:45:00,"OG.1, GSK.3",J02,225.0
November (2),2025-11-10,limitation,09:07:00,21:11:00,STS 1 - STS 5,"J02, J03, J07, J08",
November (2),2025-11-10,outage,09:07:00,21:01:00,"OG.2, GSK.2",J03,720.0
November (2),2025-11-10,outage,09:56:00,15:23:00,"OG.1, GSK.3",J02,563.0
November (2),2025-11-16,outage,14:22:00,14:58:00,"OG.1, GSK.3",J02,538.0
November (2),2025-11-16,limitation,14:22:00,23:59:00,STS 1 - STS 5,"J02, J03, J07, J08",
November (2),2025-11-16,outage,14:22:00,23:44:00,"OG.2, GSK.2",J03,720.0
November (2),2025-11-17,outage,22:40:00,23:03:00,"OG.1, GSK.3",J02,0.0
November (2),2025-11-17,limitation,22:40:00,23:59:00,STS 1 - STS 5,"J02, J03, J07, J08",
November (2),2025-11-17,outage,22:40:00,23:59:00,"OG.2, GSK.2",J03,0.0
November (2),2025-11-18,outage,00:00:00,21:42:00,"OG.2, GSK.2",J03,720.0
November (2),2025-11-18,limitation,00:00:00,21:42:00,STS 1 - STS 5,"J02, J03, J07, J08",
November (2),2025-11-18,outage,08:51:00,10:23:00,"OG.3, NST.5",J14,92.0
November (2),2025-11-18,limitation,08:51:00,10:32:00,STS 6 - STS 10,"J10, J11, J12",
November (2),2025-11-18,outage,08:51:00,10:32:00,"OG.4, NST.2",J13,101.0
November (2),2025-11-18,outage,08:51:00,10:24:00,"OG.5, NST.3",J11,93.0
November (2),2025-11-18,outage,22:20:00,22:56:00,"OG.1, GSK.3",J02,0.0
November (2),2025-11-18,limitation,22:20:00,23:59:00,STS 1 - STS 5,"J02, J03, J07, J08",
November (2),2025-11-18,outage,22:20:00,23:59:00,"OG.2, GSK.2",J03,0.0
November (2),2025-11-19,outage,00:00:00,15:50:00,"OG.2, GSK.2",J03,590.0
November (2),2025-11-19,limitation,00:00:00,15:50:00,STS 1 - STS 5,"J02, J03, J07, J08",
November (2),2025-11-19,outage,16:16:00,16:41:00,"OG.1, GSK.3",J02,25.0
November (2),2025-11-19,limitation,16:16:00,23:59:00,STS 1 - STS 5,"J02, J03, J07, J08",
November (2),2025-11-19,outage,16:16:00,23:59:00,"OG.2, GSK.2",J03,104.0
November (2),2025-11-19,outage,23:16:00,23:59:00,"OG.1, GSK.3",J02,0.0
November (2),2025-11-20,outage,00:00:00,01:15:00,"OG.1, GSK.3",J02,0.0
November (2),2025-11-20,limitation,00:00:00,23:59:00,STS 1 - STS 5,"J02, J03, J07, J08",
November (2),2025-11-20,outage,00:00:00,01:47:00,"OG.2, GSK.2",J03,0.0
November (2),2025-11-20,outage,02:13:00,23:52:00,"OG.2, GSK.2",J03,720.0
November (2),2025-11-20,outage,16:25:00,23:45:00,"OG.1, GSK.3",J02,720.0
November (2),2025-11-21,limitation,00:00:00,00:08:00,STS 1 - STS 5,"J02, J03, J07, J08",
November (2),2025-11-24,outage,06:12:00,06:36:00,"OG.1, GSK.3",J02,36.0
November (2),2025-11-24,limitation,06:12:00,06:37:00,STS 1 - STS 5,"J02, J03, J07, J08",
November (2),2025-11-24,outage,06:12:00,06:37:00,"OG.2, GSK.2",J03,37.0
November 2025,2025-11-02,outage,10:20:00,10:39:00,"OG.1, GSK.3",J02,19.0
November 2025,2025-11-02,limitation,10:20:00,23:59:00,STS 1 - STS 5,"J02, J03, J07, J08",
November 2025,2025-11-02,outage,10:20:00,23:59:00,"OG.2, GSK.2",J03,460.0
November 2025,2025-11-02,outage,16:35:00,23:59:00,"OG.1, GSK.3",J02,85.0
November 2025,2025-11-03,outage,00:00:00,02:10:00,"OG.1, GSK.3",J02,0.0
November 2025,2025-11-03,limitation,00:00:00,04:43:00,STS 1 - STS 5,"J02, J03, J07, J08",
November 2025,2025-11-03,outage,00:00:00,03:18:00,"OG.2, GSK.2",J03,0.0
November 2025,2025-11-03,outage,04:25:00,04:38:00,"OG.2, GSK.2",J03,0.0
November 2025,2025-11-03,limitation,15:44:00,15:57:00,STS 6 - STS 10,"J10, J11, J12",
November 2025,2025-11-04,outage,15:10:00,15:35:00,"OG.3, NST.5",J14,25.0
November 2025,2025-11-04,limitation,15:15:00,16:19:00,STS 6 - STS 10,"J10, J11, J12",
November 2025,2025-11-04,outage,15:10:00,15:59:00,"OG.4, NST.2",J13,49.0
November 2025,2025-11-04,outage,15:10:00,16:15:00,"OG.5, NST.3",J11,65.0
November 2025,2025-11-04,outage,16:29:00,17:51:00,"OG.3, NST.5",J14,82.0
November 2025,2025-11-04,limitation,16:29:00,17:58:00,STS 6 - STS 10,"J10, J11, J12",
November 2025,2025-11-04,outage,16:29:00,17:43:00,"OG.4, NST.2",J13,74.0
November 2025,2025-11-04,outage,16:29:00,17:55:00,"OG.5, NST.3",J11,86.0
November 2025,2025-11-05,outage,09:56:00,23:18:00,"OG.5, NST.3",J11,484.0
November 2025,2025-11-05,limitation,09:56:00,23:18:00,STS 6 - STS 10,"J10, J11, J12",
November 2025,2025-11-07,outage,14:45:00,18:54:00,"OG.2, GSK.2",J03,195.0
November 2025,2025-11-07,limitation,14:33:00,18:59:00,STS 1 - STS 5,"J02, J03, J07, J08",
November 2025,2025-11-08,outage,09:28:00,13:17:00,"OG.1, GSK.3",J02,229.0
November 2025,2025-11-08,limitation,09:14:00,13:24:00,STS 1 - STS 5,"J02, J03, J07, J08",
November 2025,2025-11-10,outage,09:07:00,09:45:00,"OG.1, GSK.3",J02,38.0
November 2025,2025-11-10,limitation,09:07:00,21:11:00,STS 1 - STS 5,"J02, J03, J07, J08",
November 2025,2025-11-10,outage,09:07:00,21:01:00,"OG.2, GSK.2",J03,533.0
November 2025,2025-11-10,outage,09:56:00,15:23:00,"OG.1, GSK.3",J02,327.0
November 2025,2025-11-16,outage,14:22:00,14:58:00,"OG.1, GSK.3",J02,36.0
November 2025,2025-11-16,limitation,14:22:00,23:59:00,STS 1 - STS 5,"J02, J03, J07, J08",
November 2025,2025-11-16,outage,14:22:00,23:44:00,"OG.2, GSK.2",J03,218.0
November 2025,2025-11-17,outage,22:40:00,23:03:00,"OG.1, GSK.3",J02,0.0
November 2025,2025-11-17,limitation,22:40:00,23:59:00,STS 1 - STS 5,"J02, J03, J07, J08",
November 2025,2025-11-17,outage,22:40:00,23:59:00,"OG.2, GSK.2",J03,0.0
November 2025,2025-11-18,outage,00:00:00,21:42:00,"OG.2, GSK.2",J03,720.0
November 2025,2025-11-18,limitation,00:00:00,21:42:00,STS 1 - STS 5,"J02, J03, J07, J08",
November 2025,2025-11-18,outage,08:51:00,10:23:00,"OG.3, NST.5",J14,92.0
November 2025,2025-11-18,limitation,08:51:00,10:32:00,STS 6 - STS 10,"J10, J11, J12",
November 2025,2025-11-18,outage,08:51:00,10:32:00,"OG.4, NST.2",J13,101.0
November 2025,2025-11-18,outage,08:51:00,10:24:00,"OG.5, NST.3",J11,93.0
November 2025,2025-11-18,outage,22:20:00,22:56:00,"OG.1, GSK.3",J02,0.0
November 2025,2025-11-18,limitation,22:20:00,23:59:00,STS 1 - STS 5,"J02, J03, J07, J08",
November 2025,2025-11-18,outage,22:20:00,23:59:00,"OG.2, GSK.2",J03,0.0
November 2025,2025-11-19,outage,00:00:00,15:50:00,"OG.2, GSK.2",J03,590.0
November 2025,2025-11-19,limitation,00:00:00,15:50:00,STS 1 - STS 5,"J02, J03, J07, J08",
November 2025,2025-11-19,outage,16:16:00,16:41:00,"OG.1, GSK.3",J02,25.0
November 2025,2025-11-19,limitation,16:16:00,23:59:00,STS 1 - STS 5,"J02, J03, J07, J08",
November 2025,2025-11-19,outage,16:16:00,23:59:00,"OG.2, GSK.2",J03,104.0
November 2025,2025-11-19,outage,23:16:00,23:59:00,"OG.1, GSK.3",J02,0.0
November 2025,2025-11-20,outage,00:00:00,01:15:00,"OG.1, GSK.3",J02,0.0
November 2025,2025-11-20,limitation,00:00:00,23:59:00,STS 1 - STS 5,"J02, J03, J07, J08",
November 2025,2025-11-20,outage,00:00:00,01:47:00,"OG.2, GSK.2",J03,0.0
November 2025,2025-11-20,outage,02:13:00,23:52:00,"OG.2, GSK.2",J03,720.0
November 2025,2025-11-20,outage,16:25:00,23:45:00,"OG.1, GSK.3",J02,95.0
November 2025,2025-11-21,limitation,00:00:00,00:08:00,STS 1 - STS 5,"J02, J03, J07, J08",
November 2025,2025-11-24,outage,06:12:00,06:36:00,"OG.1, GSK.3",J02,24.0
November 2025,2025-11-24,limitation,06:12:00,06:37:00,STS 1 - STS 5,"J02, J03, J07, J08",
November 2025,2025-11-24,outage,06:12:00,06:37:00,"OG.2, GSK.2",J03,25.0
Oktober 2025,2025-10-04,outage,05:59:00,J02,59,,
Oktober 2025,2025-10-04,outage,07:54:00,J02,340,07:53:00,
Oktober 2025,2025-10-04,limitation,STS 1 - STS 5,"J02, J03, J07, J08",353,,
Oktober 2025,2025-10-04,outage,07:54:00,J03,341,,
Oktober 2025,2025-10-04,outage,15:34:00,J02,11,15:35:00,
Oktober 2025,2025-10-04,limitation,STS 1 - STS 5,"J02, J03, J07, J08",18,,
Oktober 2025,2025-10-04,outage,17:05:00,J02,55,16:17:00,
Oktober 2025,2025-10-04,limitation,STS 1 - STS 5,"J02, J03, J07, J08",103,,
Oktober 2025,2025-10-04,outage,17:06:00,J03,54,,
Oktober 2025,2025-10-05,outage,00:00:00,J02,0,00:00:00,
Oktober 2025,2025-10-05,limitation,STS 1 - STS 5,"J02, J03, J07, J08",0,,
Oktober 2025,2025-10-05,outage,00:00:00,J03,0,,
Oktober 2025,2025-10-09,outage,13:38:00,J02,262,13:38:00,
Oktober 2025,2025-10-09,limitation,STS 1 - STS 5,"J02, J03, J07, J08",262,,
Oktober 2025,2025-10-09,outage,13:37:00,J03,19,,
Oktober 2025,2025-10-10,outage,00:00:00,J02,81,06:00:00,
Oktober 2025,2025-10-10,limitation,STS 1 - STS 5,"J02, J03, J07, J08",110,,
Oktober 2025,2025-10-12,outage,09:29:00,J14,66,09:29:00,
Oktober 2025,2025-10-12,limitation,STS 6 - STS 10,"J10, J11, J12",79,,
Oktober 2025,2025-10-12,outage,09:29:00,J13,73,,
Oktober 2025,2025-10-12,outage,09:29:00,,,,
Oktober 2025,2025-10-21,outage,13:17:00,J02,28,13:17:00,
Oktober 2025,2025-10-21,limitation,STS 1 - STS 5,"J02, J03, J07, J08",283,,
Oktober 2025,2025-10-21,outage,13:19:00,J03,281,,
Oktober 2025,2025-10-22,outage,08:18:00,J14,17,08:18:00,
Oktober 2025,2025-10-22,limitation,STS 6 - STS 10,"J10, J11, J12",40,,
Oktober 2025,2025-10-22,outage,08:18:00,J13,21,,
Oktober 2025,2025-10-22,outage,08:18:00,J11,36,,
Oktober 2025,2025-10-22,outage,10:32:00,J02,29,10:32:00,
Oktober 2025,2025-10-22,limitation,STS 1 - STS 5,"J02, J03, J07, J08",44,,
Oktober 2025,2025-10-22,outage,10:32:00,J03,24,,
September 2025,2025-09-02,outage,11:10:00,20:25:00,"OG.1, GSK.3",J02,410.0
September 2025,2025-09-02,limitation,11:08:00,20:28:00,STS 1 - STS 5,"J02, J03, J07, J08",
September 2025,2025-09-02,outage,11:08:00,11:32:00,"OG.2, GSK.2",J03,24.0
September 2025,2025-09-02,outage,15:18:00,15:40:00,"OG.2, GSK.2",J03,22.0
September 2025,2025-09-06,outage,19:18:00,23:59:00,"OG.1, GSK.3",J02,0.0
September 2025,2025-09-07,outage,00:00:00,18:27:00,"OG.1, GSK.3",J02,720.0
September 2025,2025-09-07,limitation,06:30:00,18:36:00,STS 1 - STS 5,"J02, J03, J07, J08",
September 2025,2025-09-09,limitation,12:37:00,18:00:00,STS 6 - STS 10,"J10, J11, J12",
September 2025,2025-09-10,limitation,06:00:00,07:08:00,STS 6 - STS 10,"J10, J11, J12",
September 2025,2025-09-10,outage,17:40:00,18:12:00,"OG.3, NST.5",J14,20.0
September 2025,2025-09-10,limitation,17:20:00,23:59:00,STS 6 - STS 10,"J10, J11, J12",
September 2025,2025-09-10,outage,17:40:00,18:17:00,"OG.4, NST.2",J13,20.0
September 2025,2025-09-10,outage,17:40:00,19:45:00,"OG.5, NST.3",J11,20.0
September 2025,2025-09-11,limitation,00:00:00,18:00:00,STS 6 - STS 10,"J10, J11, J12",
September 2025,2025-09-12,limitation,06:00:00,18:00:00,STS 6 - STS 10,"J10, J11, J12",
September 2025,2025-09-12,outage,11:54:00,12:20:00,"OG.3, NST.5",J14,26.0
September 2025,2025-09-12,outage,11:54:00,12:13:00,"OG.4, NST.2",J13,19.0
September 2025,2025-09-12,outage,11:54:00,12:16:00,"OG.5, NST.3",J11,22.0
September 2025,2025-09-12,outage,12:46:00,13:26:00,"OG.3, NST.5",J14,40.0
September 2025,2025-09-12,outage,12:46:00,13:00:00,"OG.4, NST.2",J13,14.0
September 2025,2025-09-12,outage,12:46:00,13:10:00,"OG.5, NST.3",J11,24.0
September 2025,2025-09-13,limitation,00:00:00,04:06:00,STS 6 - STS 10,"J10, J11, J12",
September 2025,2025-09-15,outage,17:41:00,17:59:00,"OG.3, NST.5",J14,18.0
September 2025,2025-09-15,limitation,17:39:00,22:13:00,STS 6 - STS 10,"J10, J11, J12",
September 2025,2025-09-16,outage,15:19:00,15:56:00,"OG.3, NST.5",J14,37.0
September 2025,2025-09-16,limitation,15:19:00,16:07:00,STS 6 - STS 10,"J10, J11, J12",
September 2025,2025-09-16,outage,15:19:00,15:33:00,"OG.4, NST.2",J13,14.0
September 2025,2025-09-16,outage,15:19:00,15:48:00,"OG.5, NST.3",J11,29.0
September 2025,2025-09-16,outage,21:59:00,23:59:00,"OG.1, GSK.3",J02,0.0
September 2025,2025-09-17,outage,00:00:00,19:50:00,"OG.1, GSK.3",J02,720.0
September 2025,2025-09-17,limitation,05:49:00,19:53:00,STS 1 - STS 5,"J02, J03, J07, J08",
September 2025,2025-09-17,outage,13:46:00,14:07:00,"OG.3, NST.5",J14,21.0
September 2025,2025-09-17,limitation,13:46:00,14:24:00,STS 6 - STS 10,"J10, J11, J12",
September 2025,2025-09-17,outage,13:46:00,13:56:00,"OG.4, NST.2",J13,10.0
September 2025,2025-09-17,outage,13:46:00,14:14:00,"OG.5, NST.3",J11,28.0
September 2025,2025-09-22,outage,12:36:00,18:00:00,"OG.1, GSK.3",J02,324.0
September 2025,2025-09-22,limitation,12:36:00,18:00:00,STS 1 - STS 5,"J02, J03, J07, J08",
September 2025,2025-09-22,outage,12:34:00,13:12:00,"OG.2, GSK.2",J03,38.0
September 2025,2025-09-23,outage,06:00:00,18:00:00,"OG.1, GSK.3",J02,720.0
September 2025,2025-09-23,limitation,06:00:00,18:00:00,STS 1 - STS 5,"J02, J03, J07, J08",
September 2025,2025-09-24,outage,06:00:00,10:34:00,"OG.1, GSK.3",J02,274.0
September 2025,2025-09-24,limitation,06:00:00,23:59:00,STS 1 - STS 5,"J02, J03, J07, J08",
September 2025,2025-09-24,limitation,06:00:00,18:00:00,STS 6 - STS 10,"J10, J11, J12",
September 2025,2025-09-24,outage,22:15:00,23:59:00,"OG.1, GSK.3",J02,0.0
September 2025,2025-09-24,outage,22:16:00,23:59:00,"OG.2, GSK.2",J03,0.0
September 2025,2025-09-25,outage,00:00:00,00:45:00,"OG.1, GSK.3",J02,0.0
September 2025,2025-09-25,limitation,00:00:00,00:58:00,STS 1 - STS 5,"J02, J03, J07, J08",
September 2025,2025-09-25,outage,00:00:00,00:51:00,"OG.2, GSK.2",J03,0.0
September 2025,2025-09-25,limitation,06:00:00,18:00:00,STS 6 - STS 10,"J10, J11, J12",
September 2025,2025-09-26,limitation,06:00:00,18:00:00,STS 6 - STS 10,"J10, J11, J12",
September 2025,2025-09-26,outage,10:57:00,13:51:00,"STS 6 - 10, STS BESS 1-3","J10, J11, J12, J13, J17/J06",174.0
September 2025,2025-09-26,outage,11:10:00,13:45:00,Busbar 2 Powerhouse,"J10, J14",155.0
September 2025,2025-09-26,outage,16:16:00,16:39:00,"OG.1, GSK.3",J02,23.0
September 2025,2025-09-26,limitation,16:14:00,16:44:00,STS 1 - STS 5,"J02, J03, J07, J08",
September 2025,2025-09-26,outage,16:14:00,16:44:00,"OG.2, GSK.2",J03,30.0
September 2025,2025-09-29,outage,09:17:00,11:39:00,"STS 6 - 10, STS BESS 1-3","J10, J11, J12, J13, J17/J06",142.0
September 2025,2025-09-29,limitation,09:13:00,11:41:00,STS 6 - STS 10,"J10, J11, J12",
