source_sheet,date,kind,start_time,restoration_time,equipment,panel,minute_lost
Outage & Limitation,2024-12-05,outage,18:24:00,18:54:00,,,0.0
Outage & Limitation,2024-12-28,limitation,06:00:00,18:00:00,STS 6,J11,
Outage & Limitation,2024-12-29,limitation,06:00:00,18:00:00,STS 2 and STS 6,"J03, J11",
Outage & Limitation,2024-12-30,limitation,06:00:00,18:00:00,STS 6,J11,
Outage & Limitation,2024-12-31,outage,08:12:00,08:26:00,OG1,J02-J04,14.0
Outage & Limitation,2024-12-31,outage,08:12:00,08:26:00,OG2,J02-J04,14.0
Outage & Limitation,2025-01-02,outage,11:30:00,17:40:00,"OG1, STS 1 - STS 5, Busbar 1 MV Switchgear",J02-J08,370.0
Outage & Limitation,2025-01-02,limitation,11:30:00,17:40:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-01-02,outage,11:30:00,17:40:00,"OG2,  STS 1 - STS 5, Busbar 1 MV Switchgear",J03-J08,370.0
Outage & Limitation,2025-01-05,outage,06:20:00,07:10:00,OG1,J02,50.0
Outage & Limitation,2025-01-13,outage,14:13:00,00:21:00,OG4,J13,227.0
Outage & Limitation,2025-01-14,outage,10:12:00,11:26:00,"STS 1- 5, OG1","J02, J08, J04-PH",74.0
Outage & Limitation,2025-01-14,limitation,10:12:00,11:26:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-01-14,outage,10:12:00,11:26:00,"STS 1- 5, OG2","J03, J08, J04-PH",74.0
Outage & Limitation,2025-01-16,outage,17:06:00,20:54:00,OG4,J13,54.0
Outage & Limitation,2025-01-16,limitation,11:55:00,20:54:00,STS 6 - STS 10,"J10, J11, J12",
Outage & Limitation,2025-01-23,outage,12:04:00,13:46:00,"OG1, Busbar 1 Powerhouse","J02, J03, J04",102.0
Outage & Limitation,2025-01-23,limitation,06:00:00,18:00:00,"STS 3, STS 4, and STS 5","J07, J08",
Outage & Limitation,2025-01-23,outage,13:02:00,18:00:00,OG2,J03,298.0
Outage & Limitation,2025-01-24,outage,06:00:00,18:00:00,OG2,J03,720.0
Outage & Limitation,2025-01-24,limitation,06:00:00,18:00:00,"STS 3, STS 4, and STS 5","J07, J08",
Outage & Limitation,2025-01-25,outage,06:00:00,18:00:00,OG2,J03,720.0
Outage & Limitation,2025-01-25,limitation,06:00:00,18:00:00,"STS 3, STS 4, and STS 5","J07, J08",
Outage & Limitation,2025-01-26,outage,06:00:00,18:00:00,OG2,J03,720.0
Outage & Limitation,2025-01-26,limitation,06:00:00,18:00:00,"STS 3, STS 4, and STS 5","J07, J08",
Outage & Limitation,2025-01-27,outage,06:00:00,18:00:00,OG2,J03,720.0
Outage & Limitation,2025-01-27,limitation,06:00:00,18:00:00,"STS 3, STS 4, and STS 5","J07, J08",
Outage & Limitation,2025-01-28,outage,06:00:00,18:00:00,OG2,J03,720.0
Outage & Limitation,2025-01-28,limitation,06:00:00,18:00:00,"STS 3, STS 4, and STS 5","J07, J08",
Outage & Limitation,2025-01-28,outage,15:15:00,17:55:00,OG1,J02,160.0
Outage & Limitation,2025-01-29,outage,06:00:00,18:00:00,OG2,J03,720.0
Outage & Limitation,2025-01-29,limitation,06:00:00,18:00:00,"STS 3, STS 4, and STS 5","J07, J08",
Outage & Limitation,2025-01-29,outage,14:07:00,15:00:00,OG3,J14,53.0
Outage & Limitation,2025-01-30,outage,06:00:00,18:00:00,OG2,J03,720.0
Outage & Limitation,2025-01-30,limitation,06:00:00,18:00:00,STS 3 - STS 10,"J07, J08, J10, J11, J12",
Outage & Limitation,2025-01-30,outage,12:12:00,18:00:00,OG4,J13,348.0
Outage & Limitation,2025-01-31,outage,06:00:00,18:00:00,OG2,J03,720.0
Outage & Limitation,2025-01-31,limitation,06:00:00,18:00:00,"STS 3, STS 4, and STS 5","J07, J08",
Outage & Limitation,2025-02-01,outage,06:00:00,18:00:00,OG2,J03,720.0
Outage & Limitation,2025-02-01,limitation,06:00:00,18:00:00,"STS 3, STS 4, and STS 5","J07, J08",
Outage & Limitation,2025-02-02,outage,06:00:00,18:00:00,OG2,J03,720.0
Outage & Limitation,2025-02-02,limitation,06:00:00,18:00:00,"STS 3, STS 4, and STS 5","J07, J08",
Outage & Limitation,2025-02-03,outage,06:00:00,18:00:00,OG2,J03,720.0
Outage & Limitation,2025-02-03,limitation,06:00:00,18:00:00,"STS 3, STS 4, and STS 5","J07, J08",
Outage & Limitation,2025-02-03,outage,10:44:00,14:08:00,OG3,J14,204.0
Outage & Limitation,2025-02-03,outage,10:44:00,14:08:00,OG4,J13,204.0
Outage & Limitation,2025-02-04,limitation,06:00:00,18:00:00,STS 3 - STS 10,"J07, J08, J10, J11, J12",
Outage & Limitation,2025-02-04,outage,06:00:00,18:00:00,OG2,J03,720.0
Outage & Limitation,2025-02-04,outage,10:39:00,22:07:00,OG1 & OG2,"J02, J03",441.0
Outage & Limitation,2025-02-04,outage,10:39:00,22:07:00,OG4,J13,441.0
Outage & Limitation,2025-02-05,outage,06:00:00,18:00:00,OG2,J03,720.0
Outage & Limitation,2025-02-05,limitation,06:00:00,18:00:00,"STS 3, STS 4, and STS 5","J07, J08",
Outage & Limitation,2025-02-06,outage,06:00:00,18:00:00,OG2,J03,720.0
Outage & Limitation,2025-02-06,limitation,06:00:00,18:00:00,"STS 3, STS 4, STS 5, STS 6, STS 7, STS 8, and STS 10","J07, J08, J10, J11, J12",
Outage & Limitation,2025-02-06,outage,10:43:00,20:10:00,OG3,J14,437.0
Outage & Limitation,2025-02-06,outage,10:43:00,20:10:00,OG5,J11,437.0
Outage & Limitation,2025-02-07,outage,06:00:00,18:00:00,OG2,J03,720.0
Outage & Limitation,2025-02-07,limitation,06:00:00,18:00:00,"STS 3, STS 4, and STS 5","J07, J08",
Outage & Limitation,2025-02-08,outage,06:00:00,18:00:00,OG2,J03,720.0
Outage & Limitation,2025-02-08,limitation,06:00:00,18:00:00,"STS 3, STS 4, and STS 5","J07, J08",
Outage & Limitation,2025-02-09,outage,06:00:00,18:00:00,OG2,J03,720.0
Outage & Limitation,2025-02-09,limitation,06:00:00,18:00:00,"STS 3, STS 4, and STS 5","J07, J08",
Outage & Limitation,2025-02-10,outage,06:00:00,18:00:00,OG2,J03,720.0
Outage & Limitation,2025-02-10,limitation,06:00:00,18:00:00,"STS 3, STS 4, and STS 5","J07, J08",
Outage & Limitation,2025-02-11,outage,06:00:00,18:00:00,OG2,J03,720.0
Outage & Limitation,2025-02-11,limitation,06:00:00,18:00:00,"STS 3, STS 4, and STS 5","J07, J08",
Outage & Limitation,2025-02-18,outage,09:40:00,13:51:00,OG3,"J14, J13",251.0
Outage & Limitation,2025-02-18,limitation,09:40:00,13:51:00,STS 6 - STS 10,"J10, J11, J12",
Outage & Limitation,2025-02-18,outage,09:40:00,13:51:00,OG4,"J14, J13",251.0
Outage & Limitation,2025-02-18,outage,22:52:00,01:23:00,OG1 & Powerhouse Busbar 1,"J02, J04",0.0
Outage & Limitation,2025-02-22,outage,13:02:00,16:00:00,"Powerhouse Busbar 1, OG1, OG2","J02, J03, J04",178.0
Outage & Limitation,2025-02-22,limitation,13:02:00,18:00:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-02-22,outage,13:02:00,18:00:00,"OG1, STS 1 - STS 5",J02,298.0
Outage & Limitation,2025-02-23,outage,15:25:00,15:52:00,OG3,J14,27.0
Outage & Limitation,2025-02-23,limitation,06:00:00,18:00:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-02-23,outage,06:00:00,18:00:00,OG1,J02,720.0
Outage & Limitation,2025-02-24,outage,06:00:00,18:00:00,OG1,J02,720.0
Outage & Limitation,2025-02-24,limitation,06:00:00,18:00:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-02-25,outage,06:00:00,18:00:00,OG1,J02,720.0
Outage & Limitation,2025-02-25,limitation,06:00:00,18:00:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-02-26,outage,06:00:00,18:00:00,OG1,J02,720.0
Outage & Limitation,2025-02-26,limitation,06:00:00,18:00:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-02-27,outage,06:00:00,18:00:00,OG1,J02,720.0
Outage & Limitation,2025-02-27,limitation,06:00:00,18:00:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-02-28,outage,06:00:00,18:00:00,OG1,J02,720.0
Outage & Limitation,2025-02-28,limitation,06:00:00,18:00:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-03-01,outage,06:00:00,18:00:00,OG1,J02,720.0
Outage & Limitation,2025-03-01,limitation,06:00:00,18:00:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-03-02,outage,06:00:00,18:00:00,OG1,J02,720.0
Outage & Limitation,2025-03-02,limitation,06:00:00,18:00:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-03-03,outage,06:00:00,18:00:00,OG1,J02,720.0
Outage & Limitation,2025-03-03,limitation,06:00:00,18:00:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-03-04,outage,06:00:00,18:00:00,OG1,J02,720.0
Outage & Limitation,2025-03-04,limitation,06:00:00,18:00:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-03-05,outage,06:00:00,18:00:00,OG1,J03,720.0
Outage & Limitation,2025-03-05,limitation,06:00:00,18:00:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-03-06,outage,06:00:00,12:23:00,OG1,J02,383.0
Outage & Limitation,2025-03-06,limitation,06:00:00,18:00:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-03-06,outage,12:23:00,15:36:00,"GSK.2, Busbar 1 Powerhouse, Busbar 1 GI-PLTS (OG1, OG2)","J02, J03, J04, J07, J08",193.0
Outage & Limitation,2025-03-06,outage,12:30:00,18:00:00,OG2,J03,330.0
Outage & Limitation,2025-03-07,outage,06:00:00,18:00:00,OG2,J03,720.0
Outage & Limitation,2025-03-07,limitation,06:00:00,18:00:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-03-08,outage,06:00:00,18:00:00,OG2,J03,720.0
Outage & Limitation,2025-03-08,limitation,06:00:00,18:00:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-03-09,outage,06:00:00,10:00:00,OG2,J03,240.0
Outage & Limitation,2025-03-09,limitation,06:00:00,18:00:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-03-09,outage,10:00:00,12:20:00,"GSK.3, Busbar 1 Powerhouse, Busbar 1 GI-PLTS (OG1, OG2)","J02, J03, J04, J07, J08",140.0
Outage & Limitation,2025-03-09,outage,10:00:00,18:00:00,OG1,J02,480.0
Outage & Limitation,2025-03-10,outage,06:00:00,18:00:00,OG1,J02,720.0
Outage & Limitation,2025-03-10,limitation,06:00:00,18:00:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-03-11,outage,06:00:00,17:02:00,OG1,J02,662.0
Outage & Limitation,2025-03-11,limitation,06:00:00,17:02:00,STS 1 - STS 5,J02,
Outage & Limitation,2025-03-12,outage,08:39:00,09:03:00,"OG1, STS 1 - STS 5",J02,24.0
Outage & Limitation,2025-03-12,limitation,08:39:00,09:03:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-03-12,outage,08:39:00,09:03:00,"OG2, STS 1 - STS 5",J03,24.0
Outage & Limitation,2025-03-14,outage,11:44:00,18:00:00,OG1,J02,376.0
Outage & Limitation,2025-03-14,limitation,11:44:00,18:00:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-03-14,outage,11:44:00,12:19:00,"OG2, Busbar 1 Powerhouse","J02, J03, J04, J07, J08",35.0
Outage & Limitation,2025-03-15,outage,06:00:00,18:00:00,OG1,J02,720.0
Outage & Limitation,2025-03-15,limitation,06:00:00,18:00:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-03-16,outage,06:00:00,18:00:00,OG1,J02,720.0
Outage & Limitation,2025-03-16,limitation,06:00:00,18:00:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-03-17,outage,06:00:00,18:00:00,OG1,J02,720.0
Outage & Limitation,2025-03-17,limitation,06:00:00,18:00:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-03-18,outage,06:00:00,15:32:00,OG1,J02,572.0
Outage & Limitation,2025-03-18,limitation,06:00:00,18:00:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-03-18,outage,09:59:00,11:54:00,OG4,J13,115.0
Outage & Limitation,2025-03-21,outage,14:20:00,18:00:00,OG1,J02,220.0
Outage & Limitation,2025-03-21,limitation,14:20:00,18:00:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-03-22,outage,06:00:00,18:00:00,OG1,J02,720.0
Outage & Limitation,2025-03-22,limitation,06:00:00,18:00:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-03-23,outage,06:00:00,18:00:00,OG1,J02,720.0
Outage & Limitation,2025-03-23,limitation,06:00:00,18:00:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-03-24,outage,06:00:00,18:00:00,OG1,J02,720.0
Outage & Limitation,2025-03-24,limitation,06:00:00,18:00:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-03-24,outage,14:52:00,15:30:00,OG3,J14,38.0
Outage & Limitation,2025-03-24,limitation,14:52:00,15:30:00,STS 6 - STS 10,"J10, J11, J12",
Outage & Limitation,2025-03-25,outage,06:00:00,18:00:00,OG1,J02,720.0
Outage & Limitation,2025-03-25,limitation,06:00:00,18:00:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-03-26,outage,06:00:00,18:00:00,OG1,J02,720.0
Outage & Limitation,2025-03-26,limitation,06:00:00,18:00:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-03-27,outage,06:20:00,07:26:00,OG3,J14,66.0
Outage & Limitation,2025-03-27,limitation,06:20:00,07:26:00,STS 6 - STS 10,"J10, J11, J12",
Outage & Limitation,2025-03-27,outage,06:20:00,07:26:00,OG4,J13,66.0
Outage & Limitation,2025-03-27,outage,06:00:00,18:00:00,OG1,J02,720.0
Outage & Limitation,2025-03-27,limitation,06:00:00,18:00:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-03-28,outage,06:00:00,18:00:00,OG1,J02,720.0
Outage & Limitation,2025-03-28,limitation,06:00:00,18:00:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-03-28,outage,08:05:00,18:00:00,"OG2, STS 1 - STS 5",J03,595.0
Outage & Limitation,2025-03-29,outage,06:00:00,18:00:00,"OG1, STS 1 - STS 5",J03,720.0
Outage & Limitation,2025-03-29,limitation,06:00:00,18:00:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-03-29,outage,06:00:00,18:00:00,"OG2, STS 1 - STS 5",J02,720.0
Outage & Limitation,2025-03-30,outage,06:00:00,18:00:00,"OG2, STS 1 - STS 5",J03,720.0
Outage & Limitation,2025-03-30,limitation,06:00:00,18:00:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-03-30,outage,06:00:00,19:39:00,OG1,J02,720.0
Outage & Limitation,2025-03-31,outage,06:00:00,18:00:00,OG2,J03,720.0
Outage & Limitation,2025-03-31,limitation,06:00:00,18:00:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-04-01,outage,06:00:00,18:00:00,OG2,J03,720.0
Outage & Limitation,2025-04-01,limitation,06:00:00,18:00:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-04-01,outage,10:59:00,18:00:00,"OG1, STS 1 - STS 5",J02,421.0
Outage & Limitation,2025-04-02,outage,06:00:00,18:00:00,"OG1, STS 1 - STS 5",J02,720.0
Outage & Limitation,2025-04-02,limitation,06:00:00,18:00:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-04-02,outage,06:00:00,18:00:00,"OG2, STS 1 - STS 5",J03,720.0
Outage & Limitation,2025-04-03,outage,06:00:00,18:00:00,"OG1, STS 1 - STS 5",J02,720.0
Outage & Limitation,2025-04-03,limitation,06:00:00,18:00:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-04-03,outage,06:00:00,18:00:00,"OG2, STS 1 - STS 5",J03,720.0
Outage & Limitation,2025-04-04,outage,06:00:00,18:00:00,"OG1, STS 1 - STS 5",J02,720.0
Outage & Limitation,2025-04-04,limitation,06:00:00,18:00:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-04-04,outage,06:00:00,18:00:00,"OG2, STS 1 - STS 5",J03,720.0
Outage & Limitation,2025-04-05,outage,06:00:00,18:00:00,"OG1, STS 1 - STS 5",J02,720.0
Outage & Limitation,2025-04-05,limitation,06:00:00,18:00:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-04-05,outage,06:00:00,18:00:00,"OG2, STS 1 - STS 5",J03,720.0
Outage & Limitation,2025-04-06,outage,06:00:00,18:00:00,"OG1, STS 1 - STS 5",J02,720.0
Outage & Limitation,2025-04-06,limitation,06:00:00,18:00:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-04-06,outage,06:00:00,18:00:00,"OG2, STS 1 - STS 5",J03,720.0
Outage & Limitation,2025-04-07,outage,06:00:00,18:00:00,"OG1, STS 1 - STS 5",J02,720.0
Outage & Limitation,2025-04-07,limitation,06:00:00,18:00:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-04-07,outage,06:00:00,18:00:00,"OG2, STS 1 - STS 5",J03,720.0
Outage & Limitation,2025-04-08,outage,06:00:00,18:00:00,"OG1, STS 1 - STS 5",J02,720.0
Outage & Limitation,2025-04-08,limitation,06:00:00,18:00:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-04-08,outage,06:00:00,18:00:00,"OG2, STS 1 - STS 5",J03,720.0
Outage & Limitation,2025-04-08,outage,11:25:00,11:40:00,OG3,J14,15.0
Outage & Limitation,2025-04-09,outage,06:00:00,18:00:00,"OG1, STS 1 - STS 5",J02,720.0
Outage & Limitation,2025-04-09,limitation,06:00:00,18:00:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-04-09,outage,06:00:00,18:00:00,"OG2, STS 1 - STS 5",J03,720.0
Outage & Limitation,2025-04-10,outage,06:00:00,18:00:00,"OG1, STS 1 - STS 5",J02,720.0
Outage & Limitation,2025-04-10,limitation,06:00:00,18:00:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-04-10,outage,06:00:00,18:00:00,"OG2, STS 1 - STS 5",J03,720.0
Outage & Limitation,2025-04-11,outage,06:00:00,18:00:00,STS 1 - STS 5,,
Outage & Limitation,2025-04-11,outage,06:00:00,23:16:00,OG1,J02,720.0
Outage & Limitation,2025-04-11,limitation,06:00:00,18:00:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-04-11,outage,06:00:00,23:16:00,OG2,J03,720.0
Outage & Limitation,2025-04-12,outage,08:49:00,18:00:00,"OG1, STS 1 - STS 5",J02,551.0
Outage & Limitation,2025-04-12,limitation,06:00:00,18:00:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-04-12,outage,08:49:00,18:00:00,"OG2, STS 1 - STS 5",J03,551.0
Outage & Limitation,2025-04-12,outage,16:47:00,18:00:00,OG4,J13,73.0
Outage & Limitation,2025-04-13,outage,06:00:00,12:07:00,"OG2, STS 1 - STS 5",J03,367.0
Outage & Limitation,2025-04-13,outage,06:00:00,16:23:00,OG4,J13,623.0
Outage & Limitation,2025-04-13,limitation,12:07:00,18:00:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-04-13,outage,06:00:00,18:00:00,OG1,J02,720.0
Outage & Limitation,2025-04-14,outage,06:00:00,18:00:00,OG1,J02,720.0
Outage & Limitation,2025-04-14,limitation,06:00:00,18:00:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-04-15,outage,06:00:00,00:13:00,OG1,J02,720.0
Outage & Limitation,2025-04-15,limitation,06:00:00,18:00:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-04-24,outage,06:05:00,08:00:00,OG3,J14,115.0
Outage & Limitation,2025-04-24,limitation,06:05:00,08:00:00,STS 6 - STS 10,"J10, J11, J12",
Outage & Limitation,2025-04-25,outage,09:55:00,17:52:00,OG2,J03,477.0
Outage & Limitation,2025-04-25,limitation,09:38:00,17:52:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-04-25,outage,10:15:00,10:35:00,OG1,J02,20.0
Outage & Limitation,2025-04-26,outage,04:10:00,04:45:00,OG1,J02,
Outage & Limitation,2025-04-26,outage,04:18:00,10:58:00,OG2,J03,298.0
Outage & Limitation,2025-04-27,outage,17:30:00,18:22:00,"NST.3, NST.2, NST.5",,30.0
Outage & Limitation,2025-04-27,outage,17:30:00,18:16:00,OG.3,J14,30.0
Outage & Limitation,2025-04-27,outage,17:30:00,18:22:00,OG.5,J11,30.0
Outage & Limitation,2025-04-27,outage,17:30:00,18:00:00,OG.4,J13,30.0
Outage & Limitation,2025-04-28,outage,06:00:00,18:00:00,OG.4,J13,720.0
Outage & Limitation,2025-04-28,limitation,06:00:00,18:00:00,STS 1 - STS 10,"J02, J03, J07, J08, J10, J11, J12",
Outage & Limitation,2025-04-29,outage,06:00:00,18:00:00,OG.4,J13,720.0
Outage & Limitation,2025-04-29,limitation,06:00:00,18:00:00,STS 1 - STS 10,"J02, J03, J07, J08, J10, J11, J12",
Outage & Limitation,2025-04-29,outage,07:48:00,09:48:00,OG.5,J11,120.0
Outage & Limitation,2025-04-30,outage,06:00:00,18:00:00,OG.4,J13,720.0
Outage & Limitation,2025-04-30,limitation,06:00:00,18:00:00,STS 1 - STS 10,"J02, J03, J07, J08, J10, J11, J12",
Outage & Limitation,2025-04-30,outage,19:56:00,00:00:00,OG.1,J02,
Outage & Limitation,2025-04-30,outage,19:56:00,00:00:00,OG.2,J03,
Outage & Limitation,2025-04-30,outage,19:56:00,00:00:00,Busbar 1 Powerhouse,"J02, J03, J04, J07, J08",
Outage & Limitation,2025-05-01,outage,00:00:00,02:49:00,OG.2,J03,
Outage & Limitation,2025-05-01,outage,00:00:00,02:53:00,OG.1,J02,
Outage & Limitation,2025-05-01,outage,00:00:00,03:03:00,Busbar 1 Powerhouse,"J02, J03, J04, J07, J08",
Outage & Limitation,2025-05-01,outage,00:00:00,06:47:00,OG.4,J13,47.0
Outage & Limitation,2025-05-01,outage,11:17:00,21:55:00,OG.2,J03,403.0
Outage & Limitation,2025-05-01,limitation,11:17:00,18:00:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-05-05,outage,08:52:00,09:22:00,"OG.1, STS 1 - STS 5",J02,30.0
Outage & Limitation,2025-05-05,outage,08:52:00,09:22:00,GSK.2,J03,30.0
Outage & Limitation,2025-05-05,outage,18:17:00,21:44:00,OG.1,J02,
Outage & Limitation,2025-05-08,outage,07:47:00,08:40:00,NST.5,,
Outage & Limitation,2025-05-08,limitation,07:47:00,08:47:00,STS 6 - STS 10,"J10, J11, J12",
Outage & Limitation,2025-05-08,outage,07:48:00,08:28:00,OG.4,J13,40.0
Outage & Limitation,2025-05-08,outage,07:48:00,08:32:00,OG.5,J11,44.0
Outage & Limitation,2025-05-08,outage,08:23:00,08:47:00,OG.3,J14,24.0
Outage & Limitation,2025-05-14,outage,05:56:00,07:16:00,OG.1,J02,76.0
Outage & Limitation,2025-05-14,limitation,05:56:00,13:44:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-05-14,outage,05:56:00,13:44:00,OG.2,J03,464.0
Outage & Limitation,2025-05-20,outage,11:15:00,18:46:00,OG.1,J02,405.0
Outage & Limitation,2025-05-20,limitation,10:41:00,18:48:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-05-20,outage,11:17:00,18:48:00,OG.2,J03,403.0
Outage & Limitation,2025-05-29,outage,07:18:00,10:30:00,OG.5,J11,192.0
Outage & Limitation,2025-05-29,limitation,07:21:00,09:18:00,STS 6 - STS 10,"J10, J11, J12",
Outage & Limitation,2025-05-29,outage,07:21:00,09:18:00,OG.4,J13,117.0
Outage & Limitation,2025-05-29,limitation,09:18:00,10:45:00,STS 6 - STS 10,"J10, J11, J12",
Outage & Limitation,2025-05-29,outage,08:17:00,10:45:00,OG.3,J14,148.0
Outage & Limitation,2025-06-03,outage,14:04:00,15:14:00,OG.4,J13,70.0
Outage & Limitation,2025-06-03,limitation,14:04:00,15:14:00,STS 6 - STS 10,"J10, J11, J12",
Outage & Limitation,2025-06-03,outage,14:26:00,1900-01-01 00:00:00,OG.3,J14,214.0
Outage & Limitation,2025-06-03,limitation,15:14:00,16:49:00,STS 6 - STS 10,"J10, J11, J12",
Outage & Limitation,2025-06-03,outage,14:27:00,16:49:00,OG.5,J11,142.0
Outage & Limitation,2025-06-03,limitation,16:49:00,18:00:00,STS 6 - STS 10,"J10, J11, J12",
Outage & Limitation,2025-06-04,outage,1900-01-01 00:00:00,03:11:00,OG.3,J11,0.0
Outage & Limitation,2025-06-08,outage,23:53:00,00:00:00,GSK.2,,0.0
Outage & Limitation,2025-06-08,outage,23:54:00,00:00:00,"OG.1, GSK.3",J02,0.0
Outage & Limitation,2025-06-08,outage,23:55:00,00:00:00,OG.2,J03,0.0
Outage & Limitation,2025-06-09,outage,00:00:00,00:29:00,OG.1,J02,0.0
Outage & Limitation,2025-06-09,outage,00:00:00,23:46:00,OG.2,J03,720.0
Outage & Limitation,2025-06-09,limitation,06:00:00,18:00:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-06-09,outage,07:15:00,14:30:00,NST.3 and NST.5,,435.0
Outage & Limitation,2025-06-09,limitation,07:15:00,14:30:00,STS 6 - STS 10,"J10, J11, J12",
Outage & Limitation,2025-06-12,outage,17:45:00,18:52:00,OG.4,J13,15.0
Outage & Limitation,2025-06-14,outage,09:44:00,11:57:00,OG.4,J13,133.0
Outage & Limitation,2025-06-14,limitation,09:10:00,12:12:00,STS 6 - STS 10,"J10, J11, J12",
Outage & Limitation,2025-06-15,outage,11:39:00,18:00:00,"OG.1, GSK.3",J02,381.0
Outage & Limitation,2025-06-15,limitation,11:39:00,12:14:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-06-15,limitation,12:14:00,18:00:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-06-16,outage,06:00:00,18:00:00,"OG.1, GSK.3",J02,720.0
Outage & Limitation,2025-06-16,limitation,06:00:00,18:00:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-06-17,limitation,06:00:00,18:00:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-06-17,outage,08:21:00,08:50:00,GSK.2,,29.0
Outage & Limitation,2025-06-17,outage,06:00:00,18:00:00,"OG.1, GSK.3",J02,720.0
Outage & Limitation,2025-06-18,outage,06:00:00,14:11:00,"OG.1, GSK.3",J02,491.0
Outage & Limitation,2025-06-18,limitation,06:00:00,14:17:00,STS 1 - STS 5,"J02, J03, J07, J08",
