source_sheet,date,maintenance_type,area,equipment,trouble_description,action,start_time,stop_time,status,is_weather_station
Juni 2025,2025-06-11,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
Juni 2025,2025-06-11,Corrective,Powerhouse,Univers EnOS SCADA EMS Panel and MV Switchgear,An anomaly in the BESS smoothing algorithm.,VT J14 and J15 Panel ratio test by Schneider,19:00:00,22:00:00,Close,False
Juni 2025,2025-06-12,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
Juni 2025,2025-06-12,Corrective,BESS,STS BESS 3,BESS 3 could not be started; an 'exhaust fan fault' alarm appeared on CMU at Enspire.,"It was found that the MCCB from STS BESS to DTS had tripped. Ir (rated current) setting was changed from 0.8 x In (nominal current) to 1 x In on MCCB. MCCB returned to normal, and BESS 3 was able to start up normally again.",12:00:00,14:00:00,Close,False
Juni 2025,2025-06-12,Corrective,PLTS 20 kV Substation,MV Switchgear,External Trip Overcurrent Fault at OG.4 due to trip overcurrent at NST.2,"Normal shutdown, Reset alarm relay, Close CB, and Normal start",17:45:00,18:52:00,Close,False
Juni 2025,2025-06-13,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
Juni 2025,2025-06-13,Corrective,Powerhouse,Phase 2 CCTV Monitor,LCD Monitor is blank and malfunctioning,"As a temporary solution, an unused LCD monitor was installed to replace the one for Phase 2 CCTV.",10:00:00,14:00:00,Close,False
Juni 2025,2025-06-13,Corrective,Powerhouse,STS 5,Communication Loss,Reading condition on SCADA was always at its last state and Enspire could not be accessed,16:00:00,18:00:00,Close,False
Juni 2025,2025-06-14,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
Juni 2025,2025-06-14,Corrective,PLTS 20 kV Substation,MV Switchgear,External Outage,Request Outage OG.4 NST.2 due to Relocation of the 20 kV Medium Voltage Overhead Line (SUTM) due to the impact of a road construction project.,09:44:00,11:57:00,Close,False
Juni 2025,2025-06-15,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
Juni 2025,2025-06-15,Corrective,PLTS 20 kV Substation,MV Switchgear,External Trip Earth Fault at OG.1 and GSK.3 due to disturbances at GSK.3 20 kV network distribution,"Normal shutdown, Reset alarm relay, Close CB, and Normal start",11:39:00,18:00:00,Close,False
Juni 2025,2025-06-15,Corrective,Inverter,Inverter 717,Shutdown Fault. Grid Undervoltage alarm,Supervision of termination cable from AC Isolator Box to MCCB INV 717 at LV-B STS 7 by ZTPI. Followed by energize and normalization INV 717,19:00:00,20:30:00,Close,False
Juni 2025,2025-06-16,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
Juni 2025,2025-06-17,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
Juni 2025,2025-06-18,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
Juni 2025,2025-06-18,Corrective,PLTS 20 kV Substation,MV Switchgear,External Normalize,Request normalize OG.1 GSK.3 which has been outage from June 15 due to trip Earth Fault on GSK.3,14:00:00,14:11:00,Close,False
Juni 2025,2025-06-19,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
Juni 2025,2025-06-20,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",14:00:00,16:00:00,Close,False
Juni 2025,2025-06-20,Corrective,Weather Station 3 & Weather Station 5,STS 6,Visual Check,Measuring the output voltage of the smart module and inspecting the physical condition of the pyranometer at Weather Station 3.,14:00:00,16:30:00,Close,True
Juni 2025,2025-06-20,Preventive,Phase 1,Mosque,Cleaning and mowing mosque area,Carrying out a cleaning activity at the mosque and surrounding area to celebrate Bhayangkara Day,08:00:00,11:30:00,Close,False
Juni 2025,2025-06-21,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",14:00:00,16:00:00,Close,False
Juni 2025,2025-06-22,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
Juni 2025,2025-06-22,Corrective,PV Module,PV Table,Burned MC 4 at PV string 11 INV 118,Replace burned MC 4 PV string 11 INV 118,16:00:00,17:00:00,Close,False
Juni 2025,2025-06-23,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
Juni 2025,2025-06-23,Corrective,PLTS 20 kV Substation,MV Switchgear,External Trip at OG.1 & OG.2,"Normal shutdown, Reset alarm relay, Close CB, and Normal start",15:18:00,15:58:00,Close,False
Juni 2025,2025-06-24,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
Juni 2025,2025-06-25,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
Juni 2025,2025-06-25,Corrective,Weather Station 3,STS 6,Visual Check,"Looking for a pyranometer to be used at Weather Station 5 STS 2. Temporarily, WS 3 is using a pyranometer relocated from Rear 2 WS 3. Once the new pyranometer arrives, the setup will be restored to its original configuration.",14:00:00,16:30:00,Close,True
Juni 2025,2025-06-25,Corrective,PLTS 20 kV Substation,MV Switchgear,Request outage at OG.3,Request for Information Regarding Planned Construction Work in IKN Related to the National Strategic Project (Toll Road) and Its Impact on NST–PLTS Synchronization,14:00:00,18:00:00,Close,False
Juni 2025,2025-06-26,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
Juni 2025,2025-06-27,Corrective,PV Module,Acces Road,Cable line,Cable line checking for acces road,19:00:00,21:00:00,Close,False
Juni 2025,2025-06-28,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
Juni 2025,2025-06-28,Corrective,Powerhouse,CCTV 6,Checking Cable FO,Splicing of Cable FO,19:00:00,21:00:00,Close,False
Juni 2025,2025-06-29,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
Juni 2025,2025-06-30,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
Juli 2025,2025-07-01,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
Juli 2025,2025-07-01,Preventive,PLTS 20 kV Substation,MV Switchgear,External Normalize,Request normalize OG.3 NST.5 which has been outage from June 25 due to Planned Construction Work in IKN Related to the National Strategic Project (Toll Road) and Its Impact on NST–PLTS Synchronization,14:50:00,15:04:00,Close,False
Juli 2025,2025-07-02,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
Juli 2025,2025-07-03,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
Juli 2025,2025-07-04,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
Juli 2025,2025-07-04,Corrective,Inverter,Inverter 418,Alarm String Reverse Condition,"The inverter has been shut down fault. Upon inspection, it was found that the PV String 9 cable was burned. The inverter will be restarted once the damaged cable has been replaced (the replacement is planned to be carried out by ZTPI).",06:00:00,18:00:00,Close,False
Juli 2025,2025-07-04,Corrective,Inverter,Inverter 909,Alarm String Current Backfeed,"The inverter has been shut down. An inspection of the inverter and PV string cables has been carried out, but the cause of the issue has not yet been identified. Further investigation is planned.",06:00:00,18:00:00,Close,False
Juli 2025,2025-07-04,Corrective,BESS,PCS,The PCS experienced an anomaly in which it suddenly performed charging or discharging operations without any command from the SmartLogger or Univers.,"The device log and communication log from the PCS have been downloaded. These logs will be further investigated and analyzed by Huawei’s R&D team, as the exact cause of the anomaly has not yet been identified.",11:00:00,17:00:00,Close,False
Juli 2025,2025-07-04,Corrective,PLTS 20 kV Substation,MV Switchgear,"Loss of feedback voltage at busbar 1. External Outage, Trip Earth Fault at GSK.2 and GSK.3 due to disturbances at 20 kV network distribution","Normal shutdown, Reset alarm relay, Close CB, and Normal start",11:23:00,11:48:00,Close,False
Juli 2025,2025-07-04,Corrective,PLTS 20 kV Substation,MV Switchgear,"External Outage, Trip Earth Fault at NST.5, NST.2, and NST.3 due to disturbances at 20 kV network distribution","Normal shutdown, Reset alarm relay, Close CB, and Normal start",18:00:00,21:47:00,Close,False
Juli 2025,2025-07-05,Corrective,PLTS 20 kV Substation,MV Switchgear,"Loss of feedback voltage at busbar 2. External Outage, Trip Overcurrent stage 2 at NST.5, NST.2, and OG.5 NST.3 due to disturbances at 20 kV network distribution","Normal shutdown, Reset alarm relay, Close CB, and Normal start",06:22:00,07:43:00,Close,False
Juli 2025,2025-07-05,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
Juli 2025,2025-07-05,Corrective,Inverter,Inverter 418,Alarm String Reverse Condition,"The burned PV String 9 cable has been replaced by ZTPI and reconnected to the inverter. Afterward, the AC Isolator Box was turned on, the Aux Switch was also turned on, while the DC Switch remains off. The inverter's device log has been downloaded and will be reviewed and analyzed by Huawei's R&D team.",06:00:00,18:00:00,Close,False
Juli 2025,2025-07-05,Corrective,Inverter,Inverter 909,Alarm String Current Backfeed,"Further investigation revealed an indication that PV String 1 and 2 cables may have experienced a short circuit. As a result, the PV String 1 and 2 cables were disconnected from the inverter. Currently, the AC Isolator Box and Aux Switch are turned on, while the DC Switch remains off. The inverter’s device log has been downloaded and will be further investigated and analyzed by Huawei’s R&D team.",06:00:00,18:00:00,Close,False
Juli 2025,2025-07-06,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
Juli 2025,2025-07-07,Corrective,PLTS 20 kV Substation,MV Switchgear,"Loss of feedback voltage at busbar 1. External Outage, Trip Earth Fault at GSK.2 and GSK.3 at 4:27 due to disturbances at 20 kV network distribution","Normal shutdown, Reset alarm relay, Close CB, and Normal start",04:36:00,23:23:00,Close,False
Juli 2025,2025-07-07,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
Juli 2025,2025-07-07,Corrective,PLTS 20 kV Substation,MV Switchgear,"Loss of feedback voltage at busbar 2. External Outage, Trip Earth Fault stage 1 at OG.3 NST.5, NST.2, and NST.3 due to disturbances at 20 kV network distribution","Normal shutdown, Reset alarm relay, Close CB, and Normal start",12:29:00,13:32:00,Close,False
Juli 2025,2025-07-07,Corrective,PLTS 20 kV Substation,MV Switchgear,"At 14:09, OG.1 on Busbar 1 briefly lost voltage due to an auto-reclose event at GSK.3. Because of the auto-reclose, the voltage loss on OG.1 was momentary, and the supply was quickly restored from GSK.3.
Upon further investigation, it was found that GSK.3 auto-reclosed because the load current briefly reached 444 A, which exceeded the OCR setting of OG.1 at 402 A (however, the OCR of OG.1 did not operate and the OG.1 circuit breaker remained in the closed position).
The load on Busbar 1 reached 13.8 MW, which exceeded the setpoint limit of 12 MW. The setpoint for Busbar 1 had been increased earlier from 10 MW to 12 MW at 12:30.","Normal shutdown, Reset alarm relay, Close CB, and Normal start",14:09:00,14:21:00,Close,False
Juli 2025,2025-07-07,Corrective,STS 6,Weather Station 3,Troubleshooting and normalization,A new pyranometer has been installed on Weather Station 3. Weather Station 3 has now been restored to its original condition.,15:00:00,16:30:00,Close,True
Juli 2025,2025-07-07,Corrective,Inverter,Inverter 418,Alarm String Reverse Condition,"Based on recommendations from the Huawei team, the AC Isolator Box and Aux Switch which were previously in the ON position were first turned OFF. Then, all PV String cables were disconnected. One of the cable from the PV String that is in good condition (not faulty) was then connected to PV String 10 on the inverter side. After that, the AC Isolator Box and DC Switch can be turned ON again. Early tomorrow morning, as solar irradiation begins to appear, the LED indicator can be monitored.",19:00:00,21:00:00,Close,False
Juli 2025,2025-07-07,Corrective,Inverter,Inverter 909,Alarm String Current Backfeed,"Based on recommendations from the Huawei team, the AC Isolator Box and Aux Switch—which were previously in the ON position—were first turned OFF. Then, all PV String cables were disconnected. One of the the cable from the PV String that is in good condition (not faulty) was then connected to PV String 10 on the inverter side. After that, the AC Isolator Box and DC Switch can be turned ON again. Early tomorrow morning, as solar irradiation begins to appear, the LED indicator can be monitored.",19:00:00,21:00:00,Close,False
Juli 2025,2025-07-08,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
Juli 2025,2025-07-08,Corrective,BESS,PCS,The PCS experienced an anomaly in which it suddenly performed charging or discharging operations without any command from the SmartLogger or Univers.,"Based on the analysis of the device log and communication log from the PCS, configuration changes were made to the PCS via Enspire. The LVRT, HVRT, overfrequency derating, underfrequency rise power, and microgrid compatibility settings were set to ""disable."" Additionally, the automatic SOC calibration feature was also disabled.",11:00:00,17:00:00,Close,False
Juli 2025,2025-07-09,Corrective,Inverter,Inverter 418,Alarm String Reverse Condition,"LED indicator was monitored in the morning as advised by the Huawei team. After that, the inverter condition was reported based on the LED indicator, and the Huawei team requested to download the device log again. The data will be further investigated and analyzed by Huawei’s R&D team.",06:00:00,07:00:00,Close,False
Juli 2025,2025-07-09,Corrective,Inverter,Inverter 909,Alarm String Current Backfeed,"LED indicator was monitored in the morning as advised by the Huawei team. After that, the inverter condition was reported based on the LED indicator, and the Huawei team requested to download the device log again. The data will be further investigated and analyzed by Huawei’s R&D team.",06:00:00,07:00:00,Close,False
Juli 2025,2025-07-09,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
Juli 2025,2025-07-09,Preventive,Powerhouse,SCADA,Mirroring data,The team from PLN NR installed a PC for SCADA mirroring to retrieve kW and kWh data to the PLN NR server. The internet network used is provided by Starlink O&M and Icon Plus.,09:00:00,12:00:00,Close,False
Juli 2025,2025-07-10,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
Juli 2025,2025-07-10,Corrective,Inverter,Inverter 909,Alarm String Current Backfeed,Insulation resistance test at PV String cables,18:00:00,20:00:00,Close,False
Juli 2025,2025-07-11,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
Juli 2025,2025-07-11,Corrective,PLTS 20 kV Substation,MV Switchgear,"Loss of feedback voltage at busbar 2. External Outage, Trip at NST.5, NST.2, and NST.3 due to disturbances at 20 kV network distribution","Normal shutdown, Reset alarm relay, Close CB, and Normal start",16:28:00,16:49:00,Close,False
Juli 2025,2025-07-11,Corrective,Inverter,Inverter 418,Alarm String Reverse Condition,"Insulation resistance test at PV String cables. Based on the recommendation from the Huawei team, Inverter 418 was shut down at AC Isolator Box and DC Switch first. Then, two PV String cables in normal condition were connected to PV String ports 1 and 10 on the inverter side. After that, the AC Isolator Box was turned on, followed by the activation of the DC Switch. The LED indicator was then checked.",18:00:00,20:00:00,Close,False
Juli 2025,2025-07-12,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
Juli 2025,2025-07-13,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
Juli 2025,2025-07-13,Preventive,PLTS 20 kV Substation,Fire Hydrant Pump,Rotation direction of the electric motor on the fire hydrant pump was reversed.,"To correct the rotation direction, the power supply phases were swapped, specifically from the Hydrant MCCB in the LVMDB panel at the substation.",10:00:00,14:00:00,Close,False
Juli 2025,2025-07-13,Corrective,PLTS 20 kV Substation,MV Switchgear,Internal Outage,"Request outage OG.3, OG.4, OG.5, and busbar 2 Powerhouse due to cable installation work from the 20 kV busbar 2 of the PLTS Substation to the 150 kV 30 MVA transformer by ZTPI.",19:00:00,23:30:00,Close,False
Juli 2025,2025-07-14,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
Juli 2025,2025-07-14,Corrective,PLTS 20 kV Substation,MV Switchgear,External Outage,Request Outage OG.4 NST.2 and OG.5 NST.3 due to Relocation of the 20 kV Medium Voltage Overhead Line (SUTM) due to the impact of a road construction project.,15:37:00,23:30:00,Close,False
Juli 2025,2025-07-14,Corrective,PLTS 20 kV Substation,MV Switchgear,"Loss of feedback voltage at busbar 1. External Outage, Trip Overcurrent Stage 1 Lockout at GSK.2 and GSK.3 at 17:49 due to disturbances at 20 kV network distribution","Normal shutdown, Reset alarm relay, Close CB, and Normal start",17:49:00,18:21:00,Close,False
Juli 2025,2025-07-14,Preventive,PV Module,PV string,Inspection,EL drone inspection,19:00:00,23:59:00,Close,False
Juli 2025,2025-07-15,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
Juli 2025,2025-07-15,Preventive,PLTS 20 kV Substation,MV Switchgear,External Normalize,Request normalize OG.5 NST.3 which has been outage from July 14 due to Relocation of the 20 kV Medium Voltage Overhead Line (SUTM) due to the impact of a road construction project.,11:35:00,12:21:00,Close,False
Juli 2025,2025-07-15,Corrective,PLTS 20 kV Substation,MV Switchgear,External Outage,Request Outage OG.5 NST.3 due to disturbances at 20 kV network distribution,12:58:00,18:08:00,Close,False
Juli 2025,2025-07-15,Corrective,PLTS 20 kV Substation,MV Switchgear,"In July 7 at 14:09, OG.1 on Busbar 1 briefly lost voltage due to an auto-reclose event at GSK.3. Because of the auto-reclose, the voltage loss on OG.1 was momentary, and the supply was quickly restored from GSK.3.
Upon further investigation, it was found that GSK.3 auto-reclosed because the load current briefly reached 444 A, which exceeded the OCR setting of OG.1 at 402 A (however, the OCR of OG.1 did not operate and the OG.1 circuit breaker remained in the closed position).
The load on Busbar 1 reached 13.8 MW, which exceeded the setpoint limit of 12 MW. The setpoint for Busbar 1 had been increased earlier from 10 MW to 12 MW at 12:30.",Download device log and performance log for STS 1 - 5. The data will be further investigated and analyzed by Huawei’s R&D team.,14:00:00,15:00:00,Close,False
Juli 2025,2025-07-15,Preventive,PV Module,PV string,Inspection,EL drone inspection,19:00:00,23:59:00,Close,False
Juli 2025,2025-07-15,Corrective,Inverter,Inverter 909,Alarm String Current Backfeed,"PV String cables 1 and 2, which previously experienced a short circuit, have been replaced by ZTPI. Then, the AC Isolator Box and DC Switch, which were previously turned on, were switched off first. After that, all PV String cables were reconnected, followed by turning the AC Isolator Box and DC Switch back on. Monitoring of the LED indicator and status on Enspire will be carried out tomorrow morning.",18:00:00,20:00:00,Close,False
Juli 2025,2025-07-15,Corrective,Inverter,Inverter 418,Alarm String Reverse Condition,"AC Isolator Box and DC Switch, which were previously turned on, were switched off first. After that, all PV String cables were reconnected, followed by turning the AC Isolator Box and DC Switch back on. Monitoring of the LED indicator and status on Enspire will be carried out tomorrow morning.",20:00:00,23:00:00,Close,False
Juli 2025,2025-07-16,Corrective,Inverter,Inverter 418 and 909,Alarm String Current Backfeed and String Reverse Condition,Normalization Inverter 418 and 909,05:30:00,06:00:00,Close,False
Juli 2025,2025-07-16,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
Juli 2025,2025-07-16,Preventive,PLTS 20 kV Substation,MV Switchgear,External Normalize,Request normalize OG.4 NST.2 which has been outage from July 14 due to Relocation of the 20 kV Medium Voltage Overhead Line (SUTM) due to the impact of a road construction project.,09:15:00,09:23:00,Close,False
Juli 2025,2025-07-16,Corrective,PLTS 20 kV Substation,MV Switchgear,External Outage,"Request Outage OG.3 NST.5, OG.4 NST.2, and OG.5 NST.3 due to disturbances at 20 kV network distribution",09:43:00,11:51:00,Close,False
Juli 2025,2025-07-16,Corrective,PLTS 20 kV Substation,MV Switchgear,"OG.3 is still in a closed circuit breaker (CB) position and has not experienced an outage, and it continues to receive voltage feedback. However, a fault occurred in the 20 kV distribution network, causing the line from OG.3 to NST.5 to be disconnected midway. As a result, the OG.3 to NST.5 line is unable to deliver power output from the solar power plant (PLTS).","Reducing the setpoint of busbar 2 from 30 MW to 24 MW because busbar 2 only delivers PLTS power output through two couplers, namely OG.4 to NST.2 and OG.5 to NST.3.",14:50:00,15:51:00,Close,False
Juli 2025,2025-07-16,Corrective,PLTS 20 kV Substation,MV Switchgear,External Outage,Request Outage OG.1 – GSK.3 due to jointing repair work on the 20 kV distribution line from GSK.2 to OG.2. OG.2 has been outaged since July 14th at 17:49.,16:29:00,19:45:00,Close,False
Juli 2025,2025-07-16,Preventive,PV Module,PV string,Inspection,EL drone inspection,19:00:00,23:59:00,Close,False
Juli 2025,2025-07-17,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
Juli 2025,2025-07-17,Corrective,PLTS 20 kV Substation,MV Switchgear,External Outage,"In relation to the relocation work of the 20 kV Medium Voltage Overhead Line (SUTM) Eucalyptus Rise Pole, which was affected by the East Axis (Sumbu Timur) Road Construction Project by the Ministry of Public Works (PU), the 20 kV distribution network on the OG.5 to NST.3 line was disconnected in the middle by the Dispatcher. OG.5 remains in a closed Circuit Breaker (CB) position, has not experienced an outage, and is still receiving voltage feedback.",10:10:00,22:00:00,Close,False
Juli 2025,2025-07-17,Preventive,PV Module,PV string,Inspection,EL drone inspection,19:00:00,23:59:00,Close,False
Juli 2025,2025-07-18,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
Juli 2025,2025-07-18,Corrective,Inverter,Inverter 512,Alarm Grid Loss,"Inverter 512 was found to have a Communication Disconnected status and a Grid Loss alarm appeared on the Enspire system. An inspection was carried out on the MCCB of Inverter 512 at the LV-B STS 5 panel, and it was discovered that the MCCB had tripped. Subsequently, the MCCB’s current setting (Ir) was adjusted from 0.7 × In to 0.8 × In. The issue was resolved by switching the MCCB of Inverter 512 back on. After the MCCB was reactivated, Inverter 512 resumed normal operation. It was also found that the labeling/tagging on the MCCB of Inverter 512 was incorrect (labeled as MCCB Inverter 502 in the actual condition), and the label has since been corrected.",15:00:00,16:00:00,Close,False
Juli 2025,2025-07-18,Preventive,PV Module,PV string,Inspection,EL drone inspection,19:00:00,23:59:00,Close,False
Juli 2025,2025-07-19,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
Juli 2025,2025-07-19,Corrective,STS 2,Weather Station 5,Troubleshooting and normalization,"Installation of a pyranometer at Weather Station 5 was carried out using a new Hukseflux SR20-D2 device, which was originally allocated for the Phase 2 Weather Station.",10:30:00,12:30:00,Close,True
Juli 2025,2025-07-19,Corrective,PLTS 20 kV Substation,MV Switchgear,"OG.3 is currently in a closed Circuit Breaker (CB) position, not experiencing an outage, and still receiving feedback voltage from NST.5. However, a disturbance occurred at the Switching Substation (GH), causing OG.3 and NST.5 to become unsynchronized. As a result, the OG.3 to NST.5 line is unable to deliver the generated power from the solar power plant (PLTS).","Reducing the setpoint of busbar 2 from 30 MW to 24 MW because busbar 2 only delivers PLTS power output through two couplers, namely OG.4 to NST.2 and OG.5 to NST.3.",12:34:00,13:36:00,Close,False
Juli 2025,2025-07-19,Corrective,PLTS 20 kV Substation,MV Switchgear,Internal Outage,"Request outage OG.3, OG.4, OG.5, and busbar 2 Powerhouse due to continue cable installation work from the 20 kV busbar 2 of the PLTS Substation to the 150 kV 30 MVA transformer by ZTPI.",19:12:00,21:30:00,Close,False
Juli 2025,2025-07-19,Preventive,PV Module,PV string,Inspection,EL drone inspection,19:00:00,23:59:00,Close,False
Juli 2025,2025-07-20,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
Juli 2025,2025-07-20,Corrective,Inverter,Inverter 501,Alarm DC Terminal Temperature Abnormal,"Inverter 501 experienced a Shutdown Fault, and a DC Terminal Temperature Abnormal alarm appeared on the Enspire system. The inverter was then shut down via the AC isolator box and DC switch 1, as the alarm was triggered on MPPT 3. Subsequently, current measurement was conducted and found to be normal. Voltage checks also showed normal results. It was discovered that the MC4 connector of PV string 9 (DC negative) to the inverter was loose and slightly dirty. The MC4 connection was then tightened and cleaned. Afterward, the AC isolator box and DC switch were turned back on. The inverter resumed normal operation.",16:00:00,17:00:00,Close,False
Juli 2025,2025-07-21,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
Juli 2025,2025-07-21,Preventive,PV Module,PV string,Inspection,EL drone inspection,19:00:00,23:59:00,Close,False
Juli 2025,2025-07-22,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
Juli 2025,2025-07-22,Preventive,PV Module,PV string,Inspection,EL drone inspection,19:00:00,23:59:00,Close,False
Juli 2025,2025-07-23,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
Juli 2025,2025-07-23,Corrective,PLTS 20 kV Substation,MV Switchgear,Auto-reclose on GSK.3 and OG.1 temporarily lost voltage feedback before regaining it shortly afterward.,OG.1 remained in the CB closed position and did not experience an outage trip.,14:37:00,14:49:00,Close,False
