source_sheet,date,maintenance_type,area,equipment,trouble_description,action,start_time,stop_time,status,is_weather_station
Agustus 2025,2025-08-22,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
Agustus 2025,2025-08-22,Corrective,PLTS 20 kV Substation,J11 MV Switchgear,Conducting power quality testing of the inverter by ZTPI,"Power quality testing was performed by measuring the voltage and current on the low-voltage input cables at the panel low voltage cabinet (Power Meter), with data acquisition conducted continuously for 24 hours. Power Quality Meter (PQM) testing works are carried out at panel J11 GI PLTS 20 kV (OG.5 towards NST.3) by shutting down the Incoming Battery Energy Storage System (BESS) panels at the Powerhouse (PH) of PLTS IKN from the PLTS IKN 20 kV grid, namely panel J06 Incoming STS BESS 1 and panel J13 Incoming STS BESS 2 & 3. This shutdown is intended to obtain a pure power quality at the PLTS grid without being affected by the BESS, or with the BESS in an off condition.",18:00:00,19:30:00,Close,False
Agustus 2025,2025-08-23,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
Agustus 2025,2025-08-23,Corrective,PLTS 20 kV Substation,J03 MV Switchgear,Conducting power quality testing of the inverter by ZTPI,"Power quality testing was performed by measuring the voltage and current on the low-voltage input cables at the panel low voltage cabinet (Power Meter), with data acquisition conducted continuously for 24 hours",19:30:00,19:00:00,Close,False
Agustus 2025,2025-08-24,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
Agustus 2025,2025-08-25,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
Agustus 2025,2025-08-25,Corrective,PLTS 20 kV Substation,MV Switchgear,"Loss of feedback voltage at busbar 2. External Outage, OG3, OG4, and OG5 experienced a loss of voltage due to a disturbance in the MVTIC (Medium Voltage Twisted Insukated Cable) in 20kV network distribution, while the circuit breaker remained in the CLOSED position","Normal Open CB, Reset alarm relay, Close CB, and Normal start",08:15:00,09:11:00,Close,False
Agustus 2025,2025-08-26,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
Agustus 2025,2025-08-27,Corrective,PLTS 20 kV Substation,MV Switchgear,"Loss of feedback voltage at busbar 2. External Outage, OG3, OG4, and OG5 experienced a loss of voltage due to a disturbance in the MVTIC (Medium Voltage Twisted Insukated Cable) in 20kV network distribution, while the circuit breaker remained in the CLOSED position","Normal Open CB, Reset alarm relay, Close CB, and Normal start",07:59:00,08:48:00,Close,False
Agustus 2025,2025-08-27,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
Agustus 2025,2025-08-28,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
Agustus 2025,2025-08-28,Corrective,PLTS 20 kV Substation,MV Switchgear,PC SCADA OWS-1 at SAS Panel 1 in 150 kV Substation Room failed to startup,Troubleshooting was carried out by removing and reinstalling the RAM in the OWS PC. The issue was caused by an intermittent connection in the RAM due to handling during shipment.,10:00:00,12:00:00,Close,False
Agustus 2025,2025-08-29,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
Agustus 2025,2025-08-29,Corrective,PLTS 20 kV Substation,MV Switchgear,"Loss of feedback voltage at busbar 1. External Outage, Trip Earth Fault stage 1 at OG.1 and GSK.2 due to disturbances at 20 kV network distribution.","Normal Open CB, Reset alarm relay, Close CB, and Normal start",16:45:00,17:05:00,Close,False
Agustus 2025,2025-08-30,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
Agustus 2025,2025-08-31,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
September 2025,2025-09-01,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
September 2025,2025-09-01,Corrective,STS 2,Weather Station 5,The power cable of the pyranometer is suspected to be faulty.,"The initial troubleshooting was performed by connecting a 12 V external DC power supply unit (PSU) to the old pyranometer; however, the voltage measurement indicated an abnormal condition, leading to the conclusion that the old pyranometer was damaged. Subsequently, the old pyranometer was replaced with the RSI-01 pyranometer from WS4. After reinstalling the power and communication cables, the PSU supply voltage was measured at 12.22 VDC. The pyranometer configuration was then verified using the Hukseflux Sensor Manager software, and the communication address was adjusted to match the settings in Enspire. Once the communication cable was reconnected to the smart module, verification in Enspire/SCADA showed that the device status turned green and the parameter data was successfully read.",09:00:00,13:00:00,Close,True
September 2025,2025-09-02,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
September 2025,2025-09-02,Corrective,PLTS 20 kV Substation,MV Switchgear,"Loss of feedback voltage at busbar 1. External Outage, Trip Overcurrent stage 2 at OG.1, GSK.3, and OG.2 due to disturbances at 20 kV network distribution.","Normal shutdown, Reset alarm relay, Close CB, and Normal start",11:08:00,20:25:00,Close,False
September 2025,2025-09-03,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
September 2025,2025-09-04,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
September 2025,2025-09-05,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
September 2025,2025-09-06,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
September 2025,2025-09-06,Corrective,PLTS 20 kV Substation,MV Switchgear,"External Outage, Trip Ground Fault stage 1 at OG.1 and GSK.3 due to disturbances at 20 kV network distribution.",Normal shutdown,19:17:00,23:59:00,Close,False
September 2025,2025-09-07,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
September 2025,2025-09-07,Corrective,PLTS 20 kV Substation,MV Switchgear,External Normalize,Request normalize OG.1 GSK.3 which has been outage from September 6 at 19.17 due to disturbances at 20 kV network distribution.,18:00:00,18:36:00,Close,False
September 2025,2025-09-08,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
September 2025,2025-09-09,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
September 2025,2025-09-09,Corrective,PLTS 20 kV Substation,MV Switchgear,"OG.3 is currently in a closed Circuit Breaker (CB) position, not experiencing an outage, and still receiving feedback voltage from NST.5. However, a disturbance occurred at the Switching Substation (GH), causing OG.3 and NST.5 to become unsynchronized. As a result, the OG.3 to NST.5 line is unable to deliver the generated power from the solar power plant (PLTS).","Reducing the setpoint of busbar 2 from 30 MW to 24 MW because busbar 2 only delivers PLTS power output through two couplers, namely OG.4 to NST.2 and OG.5 to NST.3.",12:37:00,07:08:00,Close,False
September 2025,2025-09-10,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
September 2025,2025-09-10,Corrective,Powerhouse,Univers EnOS SCADA EMS Panel,Power output on busbar 2 exceeds the predefined setpoint,"Based on the results of the investigation, the incident was related to the BESS, which is not included in the parameters controlled by the busbar 2 setpoint, as the busbar 2 setpoint only regulates the MW output from STS 6–10 and does not cover BESS. An email request has been sent to Univers to adjust the BESS smoothing discharge algorithm, so that the power output of Busbar 2 (Panel J14 Outgoing Busbar 2) does not exceed the setpoint of 30,030 kW.",13:32:57,13:33:57,Close,False
September 2025,2025-09-10,Corrective,PLTS 20 kV Substation,MV Switchgear,"OG.4 dan OG.5 is currently in a closed Circuit Breaker (CB) position, not experiencing an outage, and still receiving feedback voltage from NST.2 and NST.3. However, a disturbance occurred at the Switching Substation (GH), causing OG.4 NST.2 and OG.5 NST.3 to become unsynchronized. As a result, the OG.4 to NST.2 and OG.5 to NST.3 line is unable to deliver the generated power from the solar power plant (PLTS).","Request outage OG.3, OG.4, OG.5 due to disturbances in the MVTIC (Medium Voltage Twisted Insukated Cable) at 20 kV network distribution. The request to lower the setpoint on busbar 2 was made due to maintaining the reliability of the 20 kV distribution network on busbar 2 in relation to a fault occurring in the MVTIC (Medium Voltage Twisted Insukated Cable) at 20 kV network distribution.",17:20:00,19:45:00,Close,False
September 2025,2025-09-11,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
September 2025,2025-09-11,Corrective,PLTS 20 kV Substation,MV Switchgear,The request to lower the setpoint on busbar 2 was made due to maintaining the reliability of the 20 kV distribution network on busbar 2 in relation to a fault occurring in the MVTIC (Medium Voltage Twisted Insukated Cable) at 20 kV network distribution.,"Reducing the setpoint of busbar 2 from 30 MW to 24 MW because busbar 2 only delivers PLTS power output through two couplers, namely OG.4 to NST.2 and OG.5 to NST.3.",08:20:00,18:00:00,Close,False
September 2025,2025-09-12,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
September 2025,2025-09-12,Corrective,PLTS 20 kV Substation,MV Switchgear,"Loss of feedback voltage at busbar 2. External Outage, OG3, OG4, and OG5 experienced a loss of voltage due to a disturbance in the MVTIC (Medium Voltage Twisted Insukated Cable) in 20kV network distribution, while the circuit breaker remained in the CLOSED position","Normal shutdown, Reset alarm relay, Close CB, and Normal start",11:54:00,13:17:00,Close,False
September 2025,2025-09-12,Corrective,PLTS 20 kV Substation,MV Switchgear,The request to lower the setpoint on busbar 2 was made due to maintaining the reliability of the 20 kV distribution network on busbar 2 in relation to a fault occurring in the MVTIC (Medium Voltage Twisted Insukated Cable) at 20 kV network distribution.,"Reducing the setpoint of busbar 2 from 30 MW to 22 MW because busbar 2 only delivers PLTS power output through two couplers, namely OG.4 to NST.2 and OG.5 to NST.3.",13:17:00,04:06:00,Close,False
September 2025,2025-09-13,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
September 2025,2025-09-14,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
September 2025,2025-09-15,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
September 2025,2025-09-15,Corrective,PLTS 20 kV Substation,MV Switchgear,Internal Outage,Request outage J04 and J14 Panel at Powerhouse due to Installation of the Power Quality Meter (PQM) on busbar 1 and 2 by PLN UID Kaltimra.,19:00:00,21:30:00,Close,False
September 2025,2025-09-16,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
September 2025,2025-09-16,Corrective,PLTS 20 kV Substation,MV Switchgear,"Loss of feedback voltage at busbar 2. External Outage, OG3, OG4, and OG5 experienced a loss of voltage due to a disturbance in the MVTIC (Medium Voltage Twisted Insukated Cable) in 20kV network distribution, while the circuit breaker remained in the CLOSED position","Normal shutdown, Reset alarm relay, Close CB, and Normal start",15:19:00,16:07:00,Close,False
September 2025,2025-09-16,Corrective,PLTS 20 kV Substation,MV Switchgear,"External Outage, Trip Earth Fault stage 1 at OG.1 and GSK.3 due to disturbances at 20 kV network distribution.","Normal shutdown, Reset alarm relay, Close CB, and Normal start",21:59:00,19:50:00,Close,False
September 2025,2025-09-17,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
September 2025,2025-09-17,Corrective,PLTS 20 kV Substation,MV Switchgear,"Loss of feedback voltage at busbar 2. External Outage, OG3, OG4, and OG5 experienced a loss of voltage due to a disturbance in the MVTIC (Medium Voltage Twisted Insukated Cable) in 20kV network distribution, while the circuit breaker remained in the CLOSED position","Normal shutdown, Reset alarm relay, Close CB, and Normal start",13:46:00,14:24:00,Close,False
September 2025,2025-09-17,Corrective,PLTS 20 kV Substation,MV Switchgear,External Normalize,Request normalize OG.1 GSK.3 which has been outage from September 16 at 21.59 due to disturbances at 20 kV network distribution.,19:20:00,19:53:00,Close,False
September 2025,2025-09-18,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
September 2025,2025-09-18,Corrective,Powerhouse,Phase 2 CCTV Monitor,LCD Monitor is blank and malfunctioning,Phase 2 CCTV LCD Monitor was replaced with new unit by ZTPI,13:00:00,14:00:00,Close,False
September 2025,2025-09-19,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
September 2025,2025-09-20,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
September 2025,2025-09-21,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
September 2025,2025-09-22,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
September 2025,2025-09-22,Corrective,PLTS 20 kV Substation,MV Switchgear,"Loss of feedback voltage at busbar 1. External Outage, Trip Overcurrent stage 2 at OG.1, GSK.3, and OG.2 due to disturbances at 20 kV network distribution.","Normal shutdown, Reset alarm relay, Close CB, and Normal start",12:34:00,10:34:00,Close,False
September 2025,2025-09-23,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
September 2025,2025-09-23,Corrective,PLTS 20 kV Substation,MV Switchgear,"OG.3 is currently in a closed Circuit Breaker (CB) position, not experiencing an outage, and still receiving feedback voltage from NST.5. However, a disturbance occurred at the Switching Substation (GH), causing OG.3 and NST.5 to become unsynchronized. As a result, the OG.3 to NST.5 line is unable to deliver the generated power from the solar power plant (PLTS).","Reducing the setpoint of busbar 2 from 30 MW to 24 MW because busbar 2 only delivers PLTS power output through two couplers, namely OG.4 to NST.2 and OG.5 to NST.3.",17:33:00,18:00:00,Close,False
September 2025,2025-09-24,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
September 2025,2025-09-24,Corrective,PLTS 20 kV Substation,MV Switchgear,External Outage,Request outage OG.1 GSK.3 and OG.2 GSK.2 due to repair work on the 20 kV medium voltage overhead line (SUTM) at GSK.3 and GSK.2 due to a fault.,22:00:00,01:00:00,Close,False
September 2025,2025-09-24,Corrective,PLTS 20 kV Substation,MV Switchgear,"OG.5 is currently in a closed Circuit Breaker (CB) position, not experiencing an outage, and still receiving feedback voltage from NST.3. However, a disturbance occurred at the Switching Substation (GH), causing OG.5 and NST.3 to become unsynchronized. As a result, the OG.5 to NST.3 line is unable to deliver the generated power from the solar power plant (PLTS).","Reducing the setpoint of busbar 2 from 30 MW to 24 MW because busbar 2 only delivers PLTS power output through two couplers, namely OG.4 to NST.2 and OG.3 to NST.5.",06:00:00,18:00:00,Close,False
September 2025,2025-09-25,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
September 2025,2025-09-25,Corrective,Inverter,Inverter 914,Alarm Device Fault and AC Overcurrent,"Download inverter device log, upgrade firmware, and sent it to Huawei team",10:00:00,11:00:00,Close,False
September 2025,2025-09-26,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
September 2025,2025-09-26,Corrective,PLTS 20 kV Substation,MV Switchgear,External Outage,Request outage STS 6-10 and STS BESS 1-3 due to BESS commissioning at GIS.4,10:55:00,13:53:00,Close,False
September 2025,2025-09-26,Corrective,PLTS 20 kV Substation,MV Switchgear,"Loss of feedback voltage at busbar 1. External Outage, Trip Overcurrent stage 2 at OG.1, GSK.2, and OG.2 due to disturbances at 20 kV network distribution.","Normal shutdown, Reset alarm relay, Close CB, and Normal start",16:14:00,16:44:00,Close,False
September 2025,2025-09-27,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
September 2025,2025-09-27,Corrective,Inverter,Inverter 914,Alarm Device Fault and AC Overcurrent,"Based on Huawei suggestion, replacing the inverter with available spare part stock and insulation resistance test at DC PV String cables.",16:00:00,20:00:00,Close,False
September 2025,2025-09-28,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
September 2025,2025-09-28,Corrective,Inverter,Inverter 914,Alarm Device Fault and AC Overcurrent,Insulation resistance test at AC cables from Inverter to AC Isolator Box and from AC Isolator Box to MCCB INV 914 at LV-A STS 9.,13:30:00,16:00:00,Close,False
September 2025,2025-09-29,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
September 2025,2025-09-29,Corrective,PLTS 20 kV Substation,MV Switchgear,External Outage,Request outage STS 6-10 and STS BESS 1-3 due to BESS commissioning at GIS.4,09:10:00,11:45:00,Close,False
September 2025,2025-09-29,Corrective,Inverter,Inverter 914,Alarm Device Fault and AC Overcurrent,Normalization and configure setting at Enspire of Inverter 914,15:30:00,18:00:00,Close,False
September 2025,2025-09-30,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
Oktober 2025,2025-10-01,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
Oktober 2025,2025-10-02,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
Oktober 2025,2025-10-02,Corrective,Powerhouse,Smartlogger STS 1-5,Power output on busbar 1 exceeds the predefined setpoint,"MBUS firmware has been updated. Subsequently, testing of the power threshold setpoint adjustment was carried out on STS 1–5 (busbar 1). Device logs from each inverter and communication logs from STS 1–5 on busbar 1 were downloaded for analysis regarding the response to the power threshold setpoint changes on STS 1–5 (busbar 1).",16:30:00,17:30:00,Close,False
Oktober 2025,2025-10-03,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
Oktober 2025,2025-10-03,Corrective,STS 2,Weather Station 5,The power cable of the pyranometer is suspected to be faulty.,Grounding system testing on the medium-voltage (MV) side of STS 2.,09:30:00,11:30:00,Close,True
Oktober 2025,2025-10-04,Corrective,PLTS 20 kV Substation,MV Switchgear,"External Outage, Trip Earth Fault stage 1 at OG.1 and GSK.3 due to disturbances at 20 kV network distribution.","Normal shutdown, Reset alarm relay, Close CB, and Normal start",05:59:00,07:04:00,Close,False
Oktober 2025,2025-10-04,Corrective,PLTS 20 kV Substation,MV Switchgear,External Outage,"Request outage OG.1 GSK.3 and OG.2 GSK.2 due to repair work on the 20 kV medium voltage overhead line (SUTM) at GSK.1 network, which experienced a broken conductor. The network is a single-pole triple-circuit configuration, requiring a power outage on OG.1 GSK.3 and OG.2 GSK.2 as well.",07:50:00,13:46:00,Close,False
Oktober 2025,2025-10-04,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
Oktober 2025,2025-10-04,Corrective,PLTS 20 kV Substation,MV Switchgear,"External Outage, Trip Earth Fault stage 1 at OG.1 and GSK.3 due to disturbances at 20 kV network distribution.","Normal shutdown, Reset alarm relay, Close CB, and Normal start",15:33:00,15:53:00,Close,False
Oktober 2025,2025-10-04,Corrective,PLTS 20 kV Substation,MV Switchgear,External Outage,"Request outage OG.1 GSK.3 and OG.2 GSK.2 due to repair work on the 20 kV medium voltage overhead line (SUTM) at GSK.2 and GSK.3 network, which experienced a broken conductor.",16:17:00,02:10:00,Close,False
Oktober 2025,2025-10-05,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
Oktober 2025,2025-10-06,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
Oktober 2025,2025-10-07,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
Oktober 2025,2025-10-07,Corrective,PLTS 20 kV Substation,MV Switchgear,"An overcurrent trip occurred on the J10 GI 20 kV Solar Power Plant (Substation) panel, with a recorded current of 1007 A, exceeding the OCR J10 GI pickup setting of 1000 A. This incident was caused by busbar 2 production at J14 reaching 35 MW, which exceeded the defined busbar 2 set point of 30 MW. Further inspection revealed that the BESS was discharging approximately 7 MW while the STS 6–10 units were producing around 28 MW, resulting in a total J14 output of 28 + 7 = 35 MW. This issue is related to the BESS smoothing algorithm, which has not yet accounted for the maximum busbar 2 set point limit of 30 MW.","Normal shutdown, Reset alarm relay, Close CB, and Normal start",12:48:00,13:21:00,Close,False
Oktober 2025,2025-10-08,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
Oktober 2025,2025-10-09,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
Oktober 2025,2025-10-09,Corrective,PLTS 20 kV Substation,MV Switchgear,"Loss of feedback voltage at busbar 1. External Outage, Trip Earth Fault stage 1 at OG.1 and GSK.3, Trip Overcurrent stage 1 at OG.2 due to disturbances at 20 kV network distribution.","Normal shutdown, Reset alarm relay, Close CB, and Normal start",13:38:00,07:50:00,Close,False
Oktober 2025,2025-10-09,Corrective,PLTS 20 kV Substation,MV Switchgear,Intenal Outage,"Request outage OG.2 due to repair work on panel door J04 at GI PLTS IKN 20 kV, which requires the shutdown of Busbar 1 at the GI PLTS 20 kV.",19:43:00,21:09:00,Close,False
Oktober 2025,2025-10-09,Corrective,PLTS 20 kV Substation,MV Switchgear J04,The door on the MV Switch Gear panel J04 cannot be opened.,Repaired by Schneider team,20:00:00,21:00:00,Close,False
Oktober 2025,2025-10-09,Corrective,PLTS 20 kV Substation,Fire Hydrant Pump,Electric motor on the fire hydrant pump can't be started.,"To correct the rotation direction, the power supply phases were swapped at hydrant pump panel. Then phase sequence check revealed that result is normal.",21:30:00,22:00:00,Close,False
Oktober 2025,2025-10-10,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
Oktober 2025,2025-10-10,Corrective,PLTS 20 kV Substation,Fire Hydrant Pump,Electric motor on the fire hydrant pump can't be started.,"An inspection was carried out on the control circuit of the hydrant electric pump panel, along with the refilling of the water pond until it reached full capacity. It was found that one of the contactors previously replaced was not functioning properly, resulting in an incomplete transition of the STAR-DELTA control.",20:30:00,03:00:00,Close,False
Oktober 2025,2025-10-11,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
Oktober 2025,2025-10-12,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
Oktober 2025,2025-10-12,Corrective,PLTS 20 kV Substation,MV Switchgear,"OG3-NST5 tripped due to a Ground Fault Stage 2, while OG4-NST2 and OG5-NST3 experienced a loss of feedback voltage due to disturbances at 20 kV network distribution.","Normal shutdown, Reset alarm relay, Close CB, and Normal start",09:29:00,10:48:00,Close,False
Oktober 2025,2025-10-13,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
Oktober 2025,2025-10-13,Corrective,PLTS 20 kV Substation,Fire Hydrant Pump,Electric motor on the fire hydrant pump can't be started.,"An inspection was carried out on the control circuit of the hydrant electric pump panel, along with the refilling of the water pond until it reached full capacity. It was found that one of the contactors previously replaced was not functioning properly, resulting in an incomplete transition of the STAR-DELTA control.",09:00:00,16:00:00,Close,False
Oktober 2025,2025-10-14,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
Oktober 2025,2025-10-15,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
Oktober 2025,2025-10-16,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
Oktober 2025,2025-10-16,Corrective,Inverter,Inverter 222,Alarm External Fan Abnormal,"Replacement of a faulty external fan with a new one, cleaning external fan",19:00:00,20:00:00,Close,False
Oktober 2025,2025-10-17,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",09:00:00,16:00:00,Close,False
Oktober 2025,2025-10-17,Predictive,PV Module,PV Table,PV table Distance,measurement of PV table relocation distance,08:00:00,17:00:00,Close,False
